ufs_serial,run_wf_xy,position,pi,one_minus_pi,mu,pred,health
S11121,0000013_19_24_28,1,0.8374077992531129,0.16259220074688707,0.001409431338177204,0.00022916254307586164,0.0
S11122,0000013_19_16_25,1,0.9094570286487279,0.0905429713512721,0.0012742018011951343,0.00011537001718135035,0.0
S11123,0000013_20_61_25,1,0.7708728471955612,0.22912715280443885,0.0011520054230709624,0.0002639557226035226,0.0
S11126,0000013_20_27_30,1,0.7446433928789552,0.2553566071210448,0.0011872735924884409,0.00030317815630226223,0.0
S11127,0000013_19_53_22,1,0.9318288221583692,0.06817117784163085,0.0012671259864562353,8.638147097045994e-05,0.0
S11131,0000014_9_42_24,1,0.9328611284899659,0.06713887151003406,0.0010947940726105043,7.350323857094355e-05,0.0
S11133,0000014_6_22_21,1,0.9926897925299363,0.007310207470063723,0.0010442558896084325,7.633727204873602e-06,0.0
S11134,0000014_2_57_18,1,0.950858142277494,0.04914185772250601,0.0010834219542767585,5.324136753050788e-05,0.0
S11135,0000014_23_47_14,1,0.9363134069618412,0.06368659303815882,0.0009985818852427987,6.359627814073553e-05,0.0
S11140,0000013_22_56_26,1,0.7857754777180416,0.21422452228195843,0.0010951454762115427,0.0002346070164706656,0.0
S11142,0000013_20_33_17,1,0.8098565850504194,0.19014341494958065,0.0011070311102994944,0.00021049467576777175,0.0146138013216336
S11145,0000024_5_52_21,1,0.2333251945572503,0.7666748054427497,0.001157903039566729,0.0008877350875813906,0.0
S11148,0000024_7_16_20,1,0.24864895054707675,0.7513510494529232,0.0010342144657246076,0.0007770581241815782,0.0477150537634408
S11149,0000024_14_16_20,1,0.35456951611322524,0.6454304838867748,0.0010976967599600638,0.0007084869509419689,0.0
S11150,0000024_11_32_24,1,0.1775247168648373,0.8224752831351627,0.0010415111713329725,0.0008566171955305215,0.0
S11153,0000006_1_54_24,1,0.3964411904284728,0.6035588095715272,0.001071309344266599,0.0006465981925084019,0.014210617361257
S11156,0000004_23_53_21,1,0.5076271466267837,0.49237285337321635,0.0010661038034710962,0.0005249205717071023,0.0086526439073801
S11157,0000007_17_39_13,1,0.3736055702765698,0.6263944297234302,0.001063331166147624,0.0006660647194261909,0.0454577580436617
S11158,0000007_16_30_20,1,0.223959195170195,0.776040804829805,0.0010957107879204426,0.0008503162817184801,0.0122855231780375
S11159,0000007_19_33_22,1,0.30223702905807853,0.6977629709419215,0.0011076308568898727,0.0007728637974104239,0.0107102835962417
S11161,0000007_17_50_19,1,0.11454745109851076,0.8854525489014893,0.0012488169623582127,0.0011057681624314947,0.0166140528347518
S11163,0000007_25_28_21,1,0.21690401563612688,0.7830959843638732,0.001106295992025219,0.0008663359488727964,0.0225159412410949
S11164,0000007_17_30_21,1,0.18002046821495735,0.8199795317850427,0.0011128024869789992,0.0009124752622422708,0.0131709126885975
S11169,0000007_16_38_30,1,0.24201355476730846,0.7579864452326915,0.0010787737583282356,0.00081769588628553,0.0089136298105112
S11170,0000007_19_39_27,1,0.39249735760661514,0.6075026423933849,0.0011330045682959406,0.0006883032690835603,0.019014825442372
S11171,0000007_23_28_23,1,0.10305846473816307,0.896941535261837,0.0010957593707882083,0.00098283209231232,0.0162125976322884
S11172,0000007_1_29_14,1,0.711707962318477,0.288292037681523,0.0009730467288100619,0.00028052162420799307,0.0054611098029981
S11177,0000007_21_41_16,1,0.3025751251046042,0.6974248748953957,0.0009991385084422626,0.0006968240492535172,0.0155664447586966
S11188,0000007_10_29_30,1,0.24764240165406964,0.7523575983459303,0.001084529454250155,0.0008159539755350691,0.0077287203602796
S11189,0000007_11_25_17,1,0.10192871282461687,0.8980712871753831,0.0010300997368786397,0.0009251029966176234,0.019993132568721
S11190,0000007_12_38_20,1,0.11933989499322716,0.8806601050067728,0.0011540221417567084,0.0010163012605396036,0.016522469061926
S11192,0000007_13_54_23,1,0.1554781443506339,0.8445218556493661,0.0010943109947573007,0.0009241695519499393,0.0151861713736959
S11195,0000007_18_46_24,1,0.25969437165639564,0.7403056283436044,0.0011710675797539838,0.000866947920462597,0.0055638117147902
S11197,0000007_15_49_18,1,0.294104193734071,0.7058958062659291,0.0010548712586234995,0.0007446291976127906,0.0189697719722426
S11198,0000007_15_15_20,1,0.2524300632801017,0.7475699367198982,0.0011245144028014815,0.0008406531609429176,0.0031356219588173
S11199,0000006_3_39_17,1,0.12065835679099246,0.8793416432090075,0.0012514107439447633,0.0011004175799097947,0.0090914911325949
S11202,0000007_18_16_24,1,0.22078039659770876,0.7792196034022912,0.0011477658330345717,0.0008943616372158994,0.017798309697751
S11203,0000007_18_60_23,1,0.26403392769054146,0.7359660723094585,0.001178969921653439,0.0008676818626102717,0.0157795668443134
S11206,0000006_3_53_19,1,0.14686909421285863,0.8531309057871413,0.0012487462887424998,0.00106534405241322,0.016443885653785
S11207,0000007_15_41_18,1,0.32768197456496784,0.6723180254350322,0.0011055282630599223,0.0007432665788830678,0.0168704013729859
S11208,0000007_14_53_24,1,0.17612158587785684,0.8238784141221431,0.0011016690084450424,0.0009076413155652155,0.0148653296842986
S11209,0000007_18_56_23,1,0.2991748148357407,0.7008251851642593,0.001153426886773667,0.0008083506114965903,0.014585495749308
S11210,0000007_14_46_14,1,0.3291046309050262,0.6708953690949738,0.001111995936026088,0.0007460329239323332,0.0134865716908096
S11211,0000007_25_39_31,1,0.38229008889595734,0.6177099111040427,0.0010786959700671815,0.0006663211917784878,0.0131773730981851
S11215,0000021_25_48_13,1,0.2149696692476406,0.7850303307523594,0.0011735409166009204,0.0009212652139106475,0.0259596340325451
S11218,0000021_19_55_20,1,0.23599656259976756,0.7640034374002325,0.001007496573496915,0.0007697308453205989,0.011323557556481
S11219,0000021_19_44_24,1,0.15194424542398496,0.848055754576015,0.0012520752156603464,0.0010618295918027618,0.0024263549996582
S11220,0000018_22_21_18,1,0.207610057550613,0.792389942449387,0.0012036093184882813,0.0009537279186084751,0.0055292951122199
S11221,0000018_22_43_22,1,0.25503859008291674,0.7449614099170833,0.0011662374431182277,0.0008688018899234492,0.0116121834467974
S11227,0000020_6_30_21,1,0.3936401290737384,0.6063598709262616,0.0011440687083922915,0.0006937173543515247,0.0154384416051532
S11228,0000020_1_27_13,1,0.4043966845454833,0.5956033154545167,0.0011945661527460408,0.0007114875611052885,0.0181016039816877
S11229,0000016_7_27_14,1,0.13809149676291727,0.8619085032370828,0.0011029257656565265,0.0009506210958586303,0.0131244970936283
S11230,0000016_8_26_23,1,0.4636419831102956,0.5363580168897044,0.001147609341590543,0.0006155294706196029,0.0224138213782019
S11231,0000016_8_39_30,1,0.2995731311746472,0.7004268688253528,0.0011213903218504425,0.00078545191186476,0.0234427051089295
S11232,0000016_7_41_30,1,0.2902575921465364,0.7097424078534635,0.0010771439368187162,0.0007644947313224746,0.0171500543487637
S11237,0000016_5_57_27,1,0.14099608710557412,0.8590039128944259,0.0011068837310426304,0.0009508174560848009,0.0183564926910544
S11238,0000016_5_49_17,1,0.14748240993258596,0.852517590067414,0.0011324323567518115,0.0009654185036924164,0.0021149476156838
S11239,0000016_17_43_19,1,0.15823351572661912,0.8417664842733809,0.001190753099804728,0.0010023360504602561,0.0089309489153642
S11240,0000016_13_52_24,1,0.2016635310388459,0.7983364689611541,0.0011722855471534785,0.0009358783043287024,0.0031449674983112
S11243,0000016_24_40_20,1,0.177426587936936,0.822573412063064,0.0011094539188296546,0.0009126072955384466,0.0294521072630801
S11244,0000016_18_63_19,1,0.15971612246202319,0.8402838775379768,0.0012925288076905401,0.001086091118355745,0.0213695491602516
S11247,0000016_24_62_25,1,0.14082446194272139,0.8591755380572786,0.0011586778238551086,0.0009955076427457497,0.0205321287285978
S11248,0000000_16_26_19,1,0.934515386507938,0.06548461349206203,0.0012755237152258308,8.352717749152253e-05,0.0095175804928636
S11249,0000000_6_46_23,1,0.9415614804493694,0.05843851955063062,0.0010126190228161576,5.91759565621825e-05,0.039198170226259
S11250,0000022_13_36_18,1,0.17183604255963408,0.8281639574403659,0.0013908727399275127,0.0011518706725942938,0.0172383632376936
S11251,0000022_14_45_26,1,0.6680070895993796,0.3319929104006204,0.0011174585439895958,0.0003709883142711456,0.0072406408282788
S11255,0000022_12_35_17,1,0.48916528966706174,0.5108347103329383,0.0009934569404675823,0.0005074922884120045,0.0226555992524108
S11260,0000022_14_23_18,1,0.571832895520182,0.428167104479818,0.0010291323381000025,0.00044064061333082315,0.0130876724834099
S11261,0000002_6_47_23,1,0.5999272765617452,0.40007272343825484,0.0010830263518759283,0.00043328930215040035,0.0196326288761603
S11262,0000002_3_60_21,1,0.8577058121699189,0.14229418783008108,0.0010181539318045321,0.00014487738681212965,0.0154451837458373
S11264,0000021_19_52_24,1,0.196777251794817,0.803222748205183,0.0012674128389308426,0.0010180148235965645,0.0
S11266,0000003_12_21_25,1,0.21052808143215795,0.789471918567842,0.0010087373686635346,0.0007963698257698773,0.0117928445669866
S11267,0000003_5_44_29,1,0.5455325743980391,0.45446742560196085,0.0010324288055316684,0.00046920526136728485,0.0
S11268,0000005_22_50_18,1,0.21475953755483623,0.7852404624451638,0.0012039834043506602,0.0009454164852086151,0.0170098959555659
S11269,0000004_5_19_24,1,0.1629978020872142,0.8370021979127857,0.0011730460401973251,0.000981842113898051,0.0041516132400542
S11270,0000005_20_28_17,1,0.3415362484041192,0.6584637515958808,0.0011079053646292467,0.000729515522806976,0.0022216957304998
S11272,0000003_14_23_28,1,0.16164702769660744,0.8383529723033926,0.0012302462091132236,0.001031380566075052,0.0172612441202896
S11274,0000005_22_44_16,1,0.15884700883803382,0.8411529911619662,0.0014503672408364486,0.0012199807429129066,0.0159250465415092
S11275,0000005_20_25_19,1,0.19690627171006855,0.8030937282899314,0.0010281091649263659,0.0008256680223497632,0.0015722449728495
S11278,0000003_22_31_25,1,0.25385062391705043,0.7461493760829496,0.0009711421065668665,0.0007246170769027488,0.0240552011204786
S11280,0000003_22_39_22,1,0.3669230267805845,0.6330769732194155,0.0010785325522095917,0.0006827941236714595,0.0188285555254423
S11281,0000004_2_61_23,1,0.49776309168840216,0.5022369083115978,0.0010595970806624828,0.0005321687618479201,0.0125316294232988
S11284,0000004_2_34_21,1,0.45824433443311074,0.5417556655668893,0.0010922504902404764,0.0005917328913059904,0.0
S11285,0000005_19_51_24,1,0.23697456960101465,0.7630254303989854,0.0011960859184092642,0.0009126439726883945,0.0219432061775309
S11287,0000003_21_29_18,1,0.14812392991543755,0.8518760700845625,0.0010992129855455488,0.0009363932383124611,0.0
S11289,0000003_5_28_18,1,0.5624954191396344,0.4375045808603656,0.0010608289600298555,0.00046411752952239945,0.0030767325966508
S11290,0000003_12_38_16,1,0.4776326906499203,0.5223673093500797,0.0010187901433767283,0.0005321826659880834,0.0260002758397656
S11291,0000004_9_63_20,1,0.398791492104613,0.601208507895387,0.0010437618038559532,0.0006275184766944353,0.0160572503977965
S11292,0000003_12_30_16,1,0.15993980630809615,0.8400601936919039,0.0010958256313983576,0.0009205594921650571,0.0106125377417715
S11293,0000003_14_30_19,1,0.2103644948022686,0.7896355051977314,0.0011352272942788844,0.0008964157780321606,0.0270199251560758
S11295,0000003_15_42_24,1,0.17129147975357897,0.828708520246421,0.00109850703886365,0.0009103421426569731,0.0097790370501544
S11296,0000003_12_22_16,1,0.26215327685569295,0.7378467231443071,0.0010048330307408843,0.0007414127590393243,0.0110604030259533
S11298,0000003_14_33_12,1,0.2945313400533356,0.7054686599466644,0.0013641297584501687,0.0009623507926872076,0.0108320840163711
S11299,0000005_21_55_23,1,0.12146302545432752,0.8785369745456725,0.0011370690283605224,0.0009989571840254407,0.0021523350886917
S11300,0000004_25_29_20,1,0.3224022824384519,0.6775977175615481,0.0010077398245552014,0.0006828422050144794,0.0196427159908307
S11301,0000004_3_46_17,1,0.15125072084804358,0.8487492791519564,0.0011068647178377692,0.0009394506313835403,0.0164873027864356
S11302,0000004_7_21_22,1,0.2049400250721728,0.7950599749278272,0.0011407365250373734,0.0009069539529954709,0.0131448956762954
S11303,0000004_25_40_12,1,0.320756057050291,0.679243942949709,0.0011270812245079479,0.0007655630949593647,0.0234002724322288
S11305,0000004_7_34_23,1,0.21557383163941687,0.7844261683605831,0.0011420015243799753,0.0008958158800313291,0.0064775111759875
S11306,0000004_5_37_26,1,0.14142367323771501,0.858576326762285,0.001146256755953146,0.000984148915052705,0.00626186436407
S11307,0000004_3_51_20,1,0.12503305006861287,0.8749669499313871,0.0010871241376050422,0.0009511976908770734,0.0089233429458494
S11309,0000004_2_44_21,1,0.5259470900293938,0.47405290997060623,0.0010558088373431613,0.000500509251715208,0.0112654073631531
S11310,0000004_2_24_18,1,0.33177142685068606,0.6682285731493139,0.0010878095920690458,0.0007269054515664357,0.0112546245580663
S11311,0000004_9_39_29,1,0.3535580127496745,0.6464419872503255,0.0010549066462448766,0.0006819359487621142,0.0109692199714844
S11313,0000004_8_38_31,1,0.31726637849120043,0.6827336215087996,0.001293406185456259,0.0008830518890784337,0.0142681473896754
S11316,0000024_13_25_24,1,0.09232668421996623,0.9076733157800337,0.0011043430661497064,0.0010023827326107932,0.019003374341621
S11318,0000024_10_39_20,1,0.09988458669085654,0.9001154133091435,0.0014033900767074239,0.0012632130389294534,0.0117778586294525
S11319,0000024_10_21_28,1,0.15738604917162355,0.8426139508283764,0.0013610279234927325,0.0011468211158019526,0.0167264741888122
S11320,0000024_10_62_22,1,0.17196973002842864,0.8280302699715714,0.0012610736972610665,0.0010442071939971286,0.020896306807517
S11321,0000024_10_24_25,1,0.1263702595471093,0.8736297404528908,0.0011544787386634095,0.0010085869608168951,0.0312865133432519
S11322,0000024_7_39_25,1,0.11382673086824183,0.8861732691317582,0.0011248173540369737,0.0009967830718030793,0.0043951379339314
S11323,0000024_14_44_19,1,0.37955851864067064,0.6204414813593293,0.0010741330441583635,0.0006664366970946209,0.0161243750588036
S11325,0000024_18_15_19,1,0.32845002321470385,0.6715499767852962,0.0010587570821509477,0.0007110082939397369,0.0196039760176711
S11326,0000024_5_55_17,1,0.22946382430329934,0.7705361756967006,0.0010632949695600817,0.0008193072394823651,0.0255844742908528
S11327,0000024_4_46_13,1,0.32278164585367614,0.6772183541463239,0.0011189581744820726,0.0007577790132813244,0.0185824124383265
S11328,0000024_6_37_28,1,0.2199782535062216,0.7800217464937784,0.001095056889741835,0.000854168187646471,0.0135412504086896
S11330,0000024_7_24_23,1,0.16658089807506293,0.8334191019249371,0.0011095217934488325,0.0009246966566622715,0.0227263768198209
S11332,0000024_6_54_24,1,0.17336720328902655,0.8266327967109734,0.00116520078607487,0.0009631931845228945,0.0261807896784232
S11334,0000024_5_32_18,1,0.26755056624941376,0.7324494337505862,0.0011015748043209795,0.0008068478416588143,0.000710004057166
S11336,0000024_3_16_23,1,0.16231344418166557,0.8376865558183344,0.0011541990977040188,0.0009668570668843087,0.0
S11337,0000024_6_41_29,1,0.182087001470546,0.817912998529454,0.0011136691058220474,0.0009108844377125265,0.0138260913677341
S11338,0000024_5_28_22,1,0.22153518308555614,0.7784648169144439,0.0011164528793373464,0.0008691192863069511,0.0077076490274714
S11340,0000024_6_58_20,1,0.18143968905439106,0.818560310945609,0.0011728385182271613,0.0009600390621690124,0.0007441913395294
S11341,0000024_6_38_22,1,0.15638212287286457,0.8436178771271354,0.0010826961881958456,0.0009133818598594208,0.0217194092827004
S11342,0000024_2_34_14,1,0.10687853396636433,0.8931214660336356,0.0011705893464231728,0.0010454784732008195,0.0137130596239742
S11343,0000024_3_52_20,1,0.11416393550783055,0.8858360644921695,0.0012087152497576195,0.0010707235599369594,0.0007486676126692
S11344,0000024_3_28_30,1,0.2025272161690343,0.7974727838309656,0.0011047210249191131,0.0008809849510988427,0.012482184005475
S11345,0000024_25_61_19,1,0.16271676683981032,0.8372832331601897,0.0011156328019729018,0.0009341006394554329,0.0022350438689193
S11346,0000024_3_27_16,1,0.12555384569866196,0.874446154301338,0.0011303260559284043,0.0009884092727131923,0.0164579692605955
S11348,0000024_2_54_21,1,0.11362352767497033,0.8863764723250297,0.0011874704687809294,0.0010525458851081894,0.0154500494559841
S11353,0000024_17_19_16,1,0.3232307528292457,0.6767692471707543,0.001126152286559619,0.0007621452351745768,0.0194069028353255
S11354,0000024_18_32_26,1,0.14708264099953802,0.852917359000462,0.0011190219057660518,0.0009544332085296447,0.0287490961677512
S11356,0000024_17_49_16,1,0.3860116455284573,0.6139883544715428,0.0010869048064179908,0.000667346893559793,0.0179864446625496
S11357,0000024_1_51_25,1,0.14982933839962606,0.8501706616003739,0.001143552221889726,0.0009722145490585659,0.0128897284166209
S11358,0000024_17_54_19,1,0.21018771569149514,0.7898122843085049,0.0010761631837701616,0.0008499669024622247,0.0029056935808727
S11359,0000024_18_17_23,1,0.3442845649181395,0.6557154350818605,0.0013432081497950115,0.0008807623163483367,0.0124335286235402
S11362,0000024_23_38_15,1,0.11210780258276251,0.8878921974172375,0.001085887068905855,0.0009641506557577827,0.0065011617392896
S11367,0000024_24_59_17,1,0.1315372903447041,0.8684627096552959,0.001190578316757694,0.001033972871028228,0.000709286660273
S11369,0000024_10_34_25,1,0.1307308205728178,0.8692691794271822,0.0012122751828201606,0.0010537934534100182,0.0373196669764124
S11371,0000024_25_34_23,1,0.0733712114019805,0.9266287885980196,0.0011652289476031482,0.0010797346881568505,0.0079712585606826
S11372,0000024_22_50_17,1,0.32644197640850475,0.6735580235914953,0.0011270600702620323,0.0007591403533945863,0.0155304481562093
S11374,0000024_23_54_14,1,0.11133975222237129,0.8886602477776288,0.0010799415798564583,0.0009597011519406041,0.0227735616219743
S11375,0000024_25_38_25,1,0.12050944078545242,0.8794905592145476,0.0010980777304799517,0.000965748997240854,0.0294151050539466
S11376,0000024_10_39_16,1,0.20040848491167848,0.7995915150883215,0.001228190210396278,0.0009820504711474042,0.0
S11377,0000024_9_41_20,1,0.41823912423977816,0.5817608757602218,0.0010099889635150536,0.0005875720639226764,0.0
S11379,0000024_8_31_24,1,0.11610650042056453,0.8838934995794354,0.0012319711309408776,0.0010889312743081671,0.0021992707448314
S11385,0000024_22_25_23,1,0.17122985717502504,0.828770142824975,0.0010865731367939956,0.0009005193737705408,0.0007516875157861
S11386,0000024_20_45_17,1,0.2246061598458827,0.7753938401541173,0.0010921956069936442,0.0008468817459062588,0.0123244470117336
S11387,0000024_20_44_18,1,0.17791951078799076,0.8220804892120093,0.0010706465206013684,0.0008801576154291085,0.0042132926415734
S11388,0000024_21_57_24,1,0.18542737570665732,0.8145726242933427,0.0011385057746512908,0.0009273956366308269,0.0141661746442168
S11394,0000024_21_52_26,1,0.19703542550838557,0.8029645744916144,0.001204835002742017,0.0009674398253093466,0.008823320551058
S11395,0000024_21_33_21,1,0.1481380149806903,0.8518619850193097,0.0011065738924073893,0.0009426482325567027,0.0085837651122625
S11396,0000024_20_54_20,1,0.20794404936045782,0.7920559506395422,0.0010913165017400008,0.0008643837292342959,0.0166722352603351
S11400,0000001_23_21_26,1,0.6109350046935231,0.38906499530647687,0.0010166008631373271,0.0003955238100450845,0.0128303315577967
S11402,0000001_22_49_27,1,0.2833448007052173,0.7166551992947827,0.0010911510778290868,0.0007819790931423211,0.0203652158133354
S11403,0000001_2_38_20,1,0.27913402431883605,0.720865975681164,0.0011589463565774393,0.0008354449960963259,0.0160312237920134
S11404,0000001_1_49_19,1,0.17994789547508083,0.8200521045249192,0.0010924868907925822,0.0008958961739603425,0.0152382003593394
S11405,0000009_18_18_25,1,0.20080108311845846,0.7991989168815415,0.0012949635821680422,0.0010349334922697404,0.0145986902301863
S11408,0000009_18_59_16,1,0.18985323588546152,0.8101467641145385,0.0012543636103292542,0.001016218619931275,0.0
S11410,0000001_17_51_26,1,0.25572244568962743,0.7442775543103726,0.0010820753012537195,0.000805364358796778,0.0134532486076429
S11411,0000001_3_39_19,1,0.24214469045002207,0.7578553095499779,0.0010855069081766636,0.0008226571739148649,0.0092366635930206
S11413,0000009_20_63_23,1,0.3306669332035665,0.6693330667964335,0.0010598582205934772,0.000709398153159243,0.0257216946954963
S11414,0000001_2_35_18,1,0.33300453406008274,0.6669954659399173,0.0010768476842460358,0.0007182525229000056,0.02652621229678
S11416,0000001_7_29_28,1,0.6756347626206515,0.3243652373793485,0.001027318267533737,0.0003332263337127217,0.0217375894547127
S11417,0000009_20_39_25,1,0.2914050679746939,0.7085949320253061,0.0010059294604825243,0.0007127965176728672,0.0157379831632079
S11418,0000020_8_54_19,1,0.5171669659442235,0.4828330340557765,0.0011625543141460626,0.0005613196267537757,0.0159553122843063
S11419,0000020_8_33_27,1,0.2372999717268965,0.7627000282731035,0.001023470224257683,0.0007806007689780144,0.0212547263857674
S11420,0000001_1_28_28,1,0.4537598066540789,0.5462401933459211,0.0012201455862292571,0.0006664925609320417,0.0095859538550786
S11421,0000001_17_53_14,1,0.2743920564160835,0.7256079435839164,0.0011533776355093662,0.0008368999742776311,0.0177724186366516
S11422,0000009_11_36_14,1,0.7888828801169402,0.2111171198830598,0.0008735738972335873,0.00018442640518897502,0.0060381301235265
S11423,0000001_1_28_16,1,0.3731863838930772,0.6268136161069229,0.001215136156344453,0.0007616638882205337,0.0015155049574088
S11424,0000018_24_55_26,1,0.23151011414909242,0.7684898858509076,0.0012121946569741999,0.000931559333567183,0.0192963081197208
S11426,0000019_11_56_23,1,0.3162462569120458,0.6837537430879542,0.0010706402777555428,0.0007320542974160794,0.0204175791532756
S11427,0000019_11_59_24,1,0.30656490009559717,0.6934350999044028,0.0011220371708266425,0.0007780599576486263,0.0069866826612185
S11428,0000017_11_17_24,1,0.34590366083977786,0.6540963391602221,0.0011254627101431652,0.0007361610385659866,0.0371297832755066
S11429,0000017_11_41_18,1,0.38853704419275237,0.6114629558072476,0.0012876169536443056,0.0007873300684228708,0.0146574593049061
S11430,0000017_11_47_21,1,0.22017794233911334,0.7798220576608866,0.0012845023657797766,0.0010016832779526621,0.020219230155863
S11435,0000001_8_46_21,1,0.5031230947136569,0.4968769052863431,0.001133526852397279,0.0005632233144781294,0.0083296385512797
S11438,0000017_24_32_23,1,0.5405298107285931,0.4594701892714069,0.0011863015499601211,0.0005450701976931402,0.0097037619161512
S11442,0000017_19_44_19,1,0.4180400827451128,0.5819599172548873,0.0010100036971473164,0.0005877816680189825,0.0063736742885722
S11444,0000017_11_31_20,1,0.3971917269282504,0.6028082730717497,0.0012873219234967909,0.0007760083055905035,0.0127649191597926
S11445,0000017_19_34_17,1,0.3319665654418223,0.6680334345581778,0.0010250518554339727,0.0006847689115857895,0.0061806407284948
S11449,0000017_6_54_23,1,0.3639548976049844,0.6360451023950155,0.0010815952049356104,0.0006879433328732282,0.0085646026710531
S11450,0000026_8_19_22,1,0.2708230655578158,0.7291769344421841,0.0012906291609109486,0.0009410970150547338,0.0259301068128782
S11451,0000026_9_50_18,1,0.376359271742968,0.623640728257032,0.0011152341235986097,0.0006955054210181298,0.0172762152227093
S11453,0000026_17_30_28,1,0.5387519823906197,0.4612480176093803,0.0012404655615813691,0.0005721622811921132,0.003963393238786
S11455,0000023_4_41_13,1,0.2457032148942896,0.7542967851057104,0.0010782684241903739,0.0008133344058477995,0.0153883395398979
S11456,0000023_2_40_13,1,0.44207789480998494,0.5579221051900151,0.0010720436171194518,0.0005981168317188031,0.0006826491732665
S11457,0000023_5_32_14,1,0.25076968288471607,0.7492303171152839,0.001108522995762903,0.0008305390356450242,0.0214151215749809
S11461,0000023_5_28_29,1,0.23765137308696627,0.7623486269130337,0.0011808387399671629,0.0009002107920196835,0.0
S11462,0000023_4_26_17,1,0.37605968383187244,0.6239403161681276,0.0010067004935185033,0.0006281210242125451,0.0227293873489425
S11463,0000023_5_49_28,1,0.3938392528456132,0.6061607471543868,0.0010321628037080395,0.0006256565762806319,0.0338454113575027
S11465,0000023_4_32_14,1,0.32468561650546457,0.6753143834945354,0.0011828288607427552,0.0007987813428720374,0.0082132963156597
S11466,0000023_6_20_26,1,0.576886846796105,0.423113153203895,0.0010447207973119919,0.0004420351107683641,0.0109156878420761
S11468,0000023_17_32_29,1,0.41639023840103623,0.5836097615989637,0.0010642403312323468,0.0006211010459945121,0.0071057861401426
S11469,0000023_1_27_19,1,0.2152730981626503,0.7847269018373497,0.0011477257986798291,0.0009006513101568201,0.0
S11471,0000023_2_32_21,1,0.43540558327964435,0.5645944167203556,0.0009874284191424103,0.0005574965723588119,0.0104423746098857
S11472,0000023_2_50_16,1,0.5408833026520186,0.45911669734798144,0.001069659476225468,0.0004910985260116085,0.001626183850391
S11473,0000027_19_55_25,1,0.28796994220872807,0.7120300577912719,0.0010182982474998378,0.0007250589600160605,0.0118564640243093
S11474,0000027_16_37_19,1,0.4744253028050208,0.5255746971949792,0.0011828759240846524,0.0006216896556200224,0.0034763169785559
S11476,0000027_15_60_18,1,0.26183444877972306,0.7381655512202769,0.0011019391733804434,0.0008134135373295913,0.0226685823215107
S11477,0000027_20_42_21,1,0.508937397407497,0.491062602592503,0.0010079088243993388,0.0004949463304854894,0.0115638037817942
S11478,0000027_18_52_17,1,0.2994611815408201,0.7005388184591799,0.0012051178008074418,0.0008442318002817705,0.0199385751028577
S11480,0000027_18_62_26,1,0.40683629834799867,0.5931637016520013,0.0011674158557702756,0.0006924687103759355,0.0197855750487329
S11483,0000027_20_59_17,1,0.4344267691216112,0.5655732308783887,0.001083681740042263,0.0006129013829596168,0.0173973921414194
S11484,0000027_20_45_22,1,0.336143234596756,0.663856765403244,0.0011669078157959761,0.0007746596481180813,0.0049289838132681
S11487,0000027_18_54_16,1,0.34907761584155206,0.6509223841584479,0.0011593767006489672,0.0007546642461241809,0.0153598437437223
S11489,0000027_18_40_13,1,0.38251873603337333,0.6174812639666267,0.0012002198458216991,0.0007411132674358126,0.0054746158750091
S11492,0000027_12_15_25,1,0.9128230989639048,0.08717690103609521,0.001016447758212296,8.861076562603416e-05,0.0205745984434509
S11493,0000027_2_43_13,1,0.603482805006401,0.39651719499359905,0.0011457082961830462,0.0004542930398833971,0.0136215386583104
S11497,0000027_8_55_19,1,0.8498393707533387,0.1501606292466613,0.0011064333936388734,0.00016614273460833213,0.0158777781944809
S11498,0000027_8_46_19,1,0.7914634403972725,0.20853655960272754,0.0010377275953083159,0.00021640414253040773,0.0181094527363184
S11500,0000009_19_28_31,1,0.6248966827996858,0.3751033172003142,0.0013017874030638518,0.0004883047731788333,0.0218602926853789
S11501,0000016_20_60_15,1,0.4034380783249681,0.596561921675032,0.0010914629231291509,0.0006511252188589739,0.0203664318585086
S11502,0000016_8_26_13,1,0.45787919260465626,0.5421208073953437,0.0012129892040351475,0.0006575866866533695,0.0126205253448649
S11503,0000016_2_48_31,1,0.5240414485761823,0.4759585514238177,0.0011144010299733624,0.0005304086999313321,0.0127717530965719
S11504,0000004_20_53_30,1,0.5970732969767577,0.4029267030232423,0.001166697678978002,0.00047009364921547553,0.0141977369020877
S11505,0000004_19_49_12,1,0.34378618602056354,0.6562138139794365,0.0011764771704161413,0.0007720205710585115,0.030967034439143
S11506,0000004_15_25_13,1,0.1939071239462341,0.8060928760537659,0.0013046679782103181,0.0010516835628508073,0.0290718000410822
S11508,0000006_5_63_26,1,0.35645932013137804,0.643540679868622,0.00114745425799999,0.0007384334933114588,0.0219133870071692
S11509,0000004_11_50_31,1,0.6852173748350161,0.3147826251649839,0.0010853566404756517,0.00034165141252917326,0.0359558690540785
S11510,0000010_21_44_32,1,0.5938825723341769,0.40611742766582315,0.0011066737306791939,0.00044943948876877414,0.0166599624564226
S11511,0000010_3_29_12,1,0.5186411834615524,0.4813588165384476,0.0012059522846724787,0.0005804957645517814,0.030877816547828
S11512,0000009_9_37_32,1,0.4269492802485,0.5730507197515,0.0010166939074921183,0.0005826171754553233,0.0048266016645463
S11513,0000005_18_46_32,1,0.2703494298663418,0.7296505701336582,0.001105760250375367,0.0008068185971175232,0.0234549439140142
