ufs_serial,run_id,wafer_no,split,health,reg_pred,risk,grade,anomaly_score,ci_low,ci_high,date
S08091,80,17,test,0.005648754318967,0.0029484621191025,LOW,grade1,30.3,0.0,0.01387,2025-12-12
S08092,80,17,test,0.0134908624515638,0.0029067194981585,LOW,grade1,39.4,0.0,0.013828,2025-12-12
S08093,24,6,train,0.0083181507356984,0.0030021318219441,LOW,grade2,17.3,0.0,0.013923,2025-11-06
S08094,24,1,train,0.0011546244218165,0.0034792406628525,LOW,grade2,34.3,0.0,0.0144,2025-11-06
S08095,52,4,val,0.0023744004280609,0.0029046128965283,LOW,grade1,35.7,0.0,0.013826,2025-11-27
S08096,4,23,train,0.0,0.0036227006373943,MED,grade3,16.2,0.0,0.014544,2025-10-05
S08097,5,25,train,0.0,0.0035972937725138,MED,grade3,34.8,0.0,0.014518,2025-10-07
S08098,32,22,val,0.0,0.0030596569134796,LOW,grade2,41.6,0.0,0.013981,2025-11-16
S08099,4,23,train,0.0,0.0034470375099154,LOW,grade2,45.6,0.0,0.014368,2025-10-05
S08100,62,6,test,0.0,0.0036115252412446,MED,grade3,40.1,0.0,0.014533,2025-12-02
S08101,61,11,test,0.0,0.00359605555627,MED,grade3,32.7,0.0,0.014517,2025-12-02
S08102,6,13,train,0.0,0.0036159715767277,MED,grade3,24.4,0.0,0.014537,2025-10-09
S08103,5,14,train,0.0,0.0036233744983393,MED,grade3,30.1,0.0,0.014545,2025-10-07
S08104,33,21,val,0.0,0.0034148541784543,LOW,grade2,28.4,0.0,0.014336,2025-11-17
S08105,6,11,train,0.0,0.0035403115254742,LOW,grade2,33.8,0.0,0.014462,2025-10-09
S08106,6,10,train,0.0,0.0035681146987383,LOW,grade2,23.0,0.0,0.014489,2025-10-09
S08107,7,11,train,0.0,0.00341187962498,LOW,grade2,18.6,0.0,0.014333,2025-10-10
S08108,63,21,test,0.0,0.0029787933603109,LOW,grade1,32.5,0.0,0.0139,2025-12-03
S08109,4,16,train,0.0,0.0035359486485816,LOW,grade2,33.2,0.0,0.014457,2025-10-05
S08110,32,25,val,0.0,0.0035972010988785,MED,grade3,11.4,0.0,0.014518,2025-11-16
S08111,18,6,train,0.0,0.0029199737524428,LOW,grade1,31.4,0.0,0.013841,2025-10-28
S08112,18,11,train,0.0,0.0034750897325914,LOW,grade2,27.0,0.0,0.014396,2025-10-28
S08113,18,19,train,0.0,0.0029449624932554,LOW,grade1,20.5,0.0,0.013866,2025-10-28
S08114,18,24,train,0.0,0.0025031120420875,LOW,grade1,22.7,0.0,0.013424,2025-10-28
S08115,74,24,test,0.0,0.0024979900854006,LOW,grade1,34.2,0.0,0.013419,2025-12-09
S08116,18,11,train,0.0,0.0031521166155936,LOW,grade2,32.3,0.0,0.014073,2025-10-28
S08117,47,24,val,0.0,0.0034924192984545,LOW,grade2,16.9,0.0,0.014414,2025-11-24
S08118,19,24,train,0.0,0.0035965030794811,MED,grade3,41.4,0.0,0.014518,2025-10-29
S08119,48,11,val,0.0,0.0029577494067025,LOW,grade1,39.2,0.0,0.013879,2025-11-25
S08120,58,3,test,0.0,0.0034594276758017,LOW,grade2,14.6,0.0,0.014381,2025-11-30
S08121,2,1,train,0.0,0.0034390638831207,LOW,grade2,23.8,0.0,0.01436,2025-10-02
S08122,30,17,val,0.0,0.0031457896288923,LOW,grade2,19.5,0.0,0.014067,2025-11-15
S08123,2,22,train,0.0,0.0031732634648754,LOW,grade2,25.4,0.0,0.014094,2025-10-02
S08124,2,5,train,0.0,0.003594451666488,MED,grade3,30.5,0.0,0.014516,2025-10-02
S08125,58,17,test,0.0,0.0031728565160936,LOW,grade2,20.6,0.0,0.014094,2025-11-30
S08126,2,7,train,0.0,0.0013929849369674,LOW,grade1,22.6,0.0,0.012314,2025-10-02
S08127,2,17,train,0.0,0.0034572906341654,LOW,grade2,36.3,0.0,0.014378,2025-10-02
S08128,18,25,train,0.0,0.0006751840710989,LOW,grade1,30.0,0.0,0.011596,2025-10-28
S08129,21,10,train,0.0,0.000220541678455,LOW,grade1,34.8,0.0,0.011142,2025-11-02
S08130,30,10,val,0.0,0.0010755619481268,LOW,grade1,24.6,0.0,0.011997,2025-11-15
S08131,2,10,train,0.0,0.0011893752953462,LOW,grade1,47.5,0.0,0.012111,2025-10-02
S08132,58,15,test,0.0,0.002535474875803,LOW,grade1,13.8,0.0,0.013457,2025-11-30
S08133,2,9,train,0.0294549937178484,0.0011969163616804,LOW,grade1,26.1,0.0,0.012118,2025-10-02
S08134,38,7,val,0.0,0.0010602511574637,LOW,grade1,11.0,0.0,0.011981,2025-11-19
S08135,2,13,train,0.0,0.0029604830145923,LOW,grade1,23.1,0.0,0.013882,2025-10-02
S08136,2,11,train,0.0,0.0010737062296501,LOW,grade1,38.8,0.0,0.011995,2025-10-02
S08137,10,7,train,0.0,0.0010933123756139,LOW,grade1,10.4,0.0,0.012015,2025-10-15
S08138,66,1,test,0.0,0.0029667293765204,LOW,grade1,48.4,0.0,0.013888,2025-12-04
S08139,20,9,train,0.0,0.0001168625028485,LOW,grade1,40.4,0.0,0.011038,2025-10-31
S08140,18,24,train,0.0,0.0022144715372414,LOW,grade1,38.8,0.0,0.013136,2025-10-28
S08141,48,9,val,0.0,0.0001228140561684,LOW,grade1,44.7,0.0,0.011044,2025-11-25
S08142,9,11,train,0.0,0.0031592936995394,LOW,grade2,28.1,0.0,0.01408,2025-10-13
S08143,58,23,test,0.0,0.0030500401117849,LOW,grade2,31.4,0.0,0.013971,2025-11-30
S08144,27,1,train,0.0186557622422574,0.0002271005967629,LOW,grade1,32.0,0.0,0.011148,2025-11-11
S08145,20,9,train,0.0090412746923897,0.0002442204951082,LOW,grade1,34.7,0.0,0.011165,2025-10-31
S08146,2,9,train,0.0112337709305269,0.0013388813302492,LOW,grade1,17.8,0.0,0.01226,2025-10-02
S08147,2,10,train,0.0,0.0013020909842265,LOW,grade1,29.0,0.0,0.012223,2025-10-02
S08148,1,4,train,0.0,0.0002356601781493,LOW,grade1,31.7,0.0,0.011157,2025-10-01
S08149,26,8,train,0.0082583224140222,0.0025554645338863,LOW,grade1,19.2,0.0,0.013477,2025-11-10
S08150,54,8,val,0.0102369394915172,0.0017787644354215,LOW,grade1,23.1,0.0,0.0127,2025-11-28
S08151,79,12,test,0.0105410507115739,0.0030429231085571,LOW,grade2,33.7,0.0,0.013964,2025-12-11
S08152,23,3,train,0.0059182730550673,0.0029378665356112,LOW,grade1,40.2,0.0,0.013859,2025-11-05
S08153,23,3,train,0.0104655080439116,0.0029323962222384,LOW,grade1,52.0,0.0,0.013854,2025-11-05
S08154,51,12,val,0.0083775811209439,0.003004308980915,LOW,grade2,26.8,0.0,0.013926,2025-11-26
S08155,23,4,train,0.0131245693763248,0.0024988793878183,LOW,grade1,39.2,0.0,0.01342,2025-11-05
S08156,23,6,train,0.0046585961409576,0.0029750500670649,LOW,grade1,33.3,0.0,0.013896,2025-11-05
S08157,23,6,train,0.0011300359928969,0.0030535311677799,LOW,grade2,35.0,0.0,0.013975,2025-11-05
S08158,51,9,val,0.0092424062800012,0.0025334934255974,LOW,grade1,35.0,0.0,0.013455,2025-11-26
S08159,23,13,train,0.0176979175569039,0.0029074550305186,LOW,grade1,33.0,0.0,0.013829,2025-11-05
S08160,51,9,val,0.0146770525952327,0.003029906654998,LOW,grade2,28.2,0.0,0.013951,2025-11-26
S08161,23,15,train,0.012537553032909,0.0021878294310904,LOW,grade1,29.1,0.0,0.013109,2025-11-05
S08162,31,6,val,0.0131181448874747,0.0022099082710824,LOW,grade1,31.9,0.0,0.013131,2025-11-16
S08163,3,6,train,0.0114150531707205,0.0025431372274791,LOW,grade1,22.6,0.0,0.013464,2025-10-04
S08164,4,16,train,0.0067950944066939,0.003609033137995,MED,grade3,42.4,0.0,0.01453,2025-10-05
S08165,4,16,train,0.0011442332486094,0.0034773104301106,LOW,grade2,9.4,0.0,0.014399,2025-10-05
S08166,5,25,train,0.0080081393448471,0.0034609105283189,LOW,grade2,51.6,0.0,0.014382,2025-10-07
S08167,63,5,test,0.0068999507146377,0.0034251275348937,LOW,grade2,30.3,0.0,0.014346,2025-12-03
S08168,6,13,train,0.0137156419030798,0.0035995371784428,MED,grade3,23.1,0.0,0.014521,2025-10-09
S08169,7,5,train,0.0079189485712204,0.0035728167538765,LOW,grade2,20.3,0.0,0.014494,2025-10-10
S08170,4,16,train,0.0156409460996542,0.003402128690719,LOW,grade2,10.1,0.0,0.014323,2025-10-05
S08172,7,5,train,0.0023148795051653,0.0035676363278798,LOW,grade2,40.9,0.0,0.014489,2025-10-10
S08173,6,17,train,0.0011828179626496,0.0034368465816121,LOW,grade2,31.3,0.0,0.014358,2025-10-09
S08174,6,17,train,0.0124854123703099,0.003609119409676,MED,grade3,41.3,0.0,0.01453,2025-10-09
S08175,6,17,train,0.0044779918414052,0.0036142424863991,MED,grade3,22.6,0.0,0.014535,2025-10-09
S08176,35,16,val,0.0081045696820604,0.0029627379187364,LOW,grade1,40.5,0.0,0.013884,2025-11-18
S08177,63,21,test,0.011863925312174,0.0034640419320274,LOW,grade2,30.9,0.0,0.014385,2025-12-03
S08178,7,22,train,0.0033784013432034,0.0025201795138077,LOW,grade1,30.8,0.0,0.013441,2025-10-10
S08179,63,22,test,0.0023912279942071,0.0030237047743967,LOW,grade2,27.2,0.0,0.013945,2025-12-03
S08180,35,24,val,0.0092421484740924,0.0035043475193195,LOW,grade2,11.7,0.0,0.014426,2025-11-18
S08181,35,5,val,0.0083361487903119,0.0036056692791421,MED,grade3,38.5,0.0,0.014527,2025-11-18
S08182,7,22,train,0.0092179146554642,0.0017599031429351,LOW,grade1,30.7,0.0,0.012681,2025-10-10
S08183,5,25,train,0.0092382187152927,0.0035985898962451,MED,grade3,26.4,0.0,0.01452,2025-10-07
S08184,7,24,train,0.0153864106154564,0.003596325046224,MED,grade3,29.0,0.0,0.014518,2025-10-10
S08185,62,18,test,0.0102937622976285,0.00359050721834,MED,grade3,31.8,0.0,0.014512,2025-12-02
S08186,34,10,val,0.0146351628985822,0.0035635964228233,LOW,grade2,24.9,0.0,0.014485,2025-11-17
S08187,6,18,train,0.0046753918698039,0.0034621106350454,LOW,grade2,33.1,0.0,0.014383,2025-10-09
S08188,6,11,train,0.0155598262193066,0.0035904389711411,MED,grade3,23.5,0.0,0.014512,2025-10-09
S08189,6,10,train,0.0134087858573731,0.0036095414860646,MED,grade3,16.9,0.0,0.014531,2025-10-09
S08190,7,11,train,0.0044894594808215,0.0029244607631954,LOW,grade1,31.3,0.0,0.013846,2025-10-10
S08191,34,11,val,0.0068394652281312,0.0036103775323649,MED,grade3,34.8,0.0,0.014532,2025-11-17
S08192,6,11,train,0.0194444444444444,0.0036034936849324,MED,grade3,22.0,0.0,0.014525,2025-10-09
S08193,32,17,val,0.0081444701178244,0.0035846513913698,LOW,grade2,35.9,0.0,0.014506,2025-11-16
S08194,62,6,test,0.0127405605194103,0.0036042316837829,MED,grade3,32.8,0.0,0.014525,2025-12-02
S08195,6,18,train,0.0148710264713938,0.0035885201748705,MED,grade3,48.7,0.0,0.01451,2025-10-09
S08196,60,17,test,0.0033797338374599,0.0036056276422236,MED,grade3,22.7,0.0,0.014527,2025-12-01
S08197,32,18,val,0.0080993621083019,0.0035904724483804,MED,grade3,29.3,0.0,0.014512,2025-11-16
S08198,4,18,train,0.0059860189721872,0.0035559677082309,LOW,grade2,26.9,0.0,0.014477,2025-10-05
S08199,32,18,val,0.0071751856958269,0.0035969828838469,MED,grade3,27.8,0.0,0.014518,2025-11-16
S08200,6,6,train,0.0011289117245546,0.0029415129142667,LOW,grade1,39.7,0.0,0.013863,2025-10-09
S08201,4,17,train,0.0090900153862685,0.0029947375826301,LOW,grade2,31.3,0.0,0.013916,2025-10-05
S08202,62,6,test,0.0181511484847032,0.0036216800795324,MED,grade3,24.0,0.0,0.014543,2025-12-02
S08203,6,6,train,0.0113537197710066,0.003601945649921,MED,grade3,16.9,0.0,0.014523,2025-10-09
S08204,5,14,train,0.0011835700473428,0.0036086302257267,MED,grade3,33.3,0.0,0.01453,2025-10-07
S08205,8,1,train,0.0152066107921982,0.0021712481490874,LOW,grade1,23.0,0.0,0.013092,2025-10-12
S08206,10,16,train,0.0078404063759924,0.0035093465632674,LOW,grade2,28.9,0.0,0.014431,2025-10-15
S08207,9,3,train,0.0151596206458031,0.0029795371838643,LOW,grade1,20.0,0.0,0.013901,2025-10-13
S08208,10,25,train,0.0177691653140172,0.0029648089610249,LOW,grade1,49.5,0.0,0.013886,2025-10-15
S08209,9,3,train,0.0057423056570376,0.0031670511730361,LOW,grade2,31.9,0.0,0.014088,2025-10-13
S08210,10,25,train,0.0112320953168716,0.0029462320600098,LOW,grade1,39.5,0.0,0.013867,2025-10-15
S08211,65,2,test,0.0011406564856763,0.0035008847096073,LOW,grade2,31.5,0.0,0.014422,2025-12-04
S08212,10,21,train,0.0,0.0029457042517322,LOW,grade1,38.7,0.0,0.013867,2025-10-15
S08213,66,25,test,0.0089290727104092,0.0029022861740972,LOW,grade1,27.4,0.0,0.013823,2025-12-04
S08214,10,25,train,0.0092250366008431,0.0029899250894367,LOW,grade2,64.7,0.0,0.013911,2025-10-15
S08215,8,3,train,0.0117444946204543,0.0035985534287199,MED,grade3,25.0,0.0,0.01452,2025-10-12
S08216,65,3,test,0.025674441321433,0.0034781742265736,LOW,grade2,25.7,0.0,0.014399,2025-12-04
S08217,66,16,test,0.0105403800475059,0.0029774896621226,LOW,grade1,52.2,0.0,0.013899,2025-12-04
S08218,10,13,train,0.0150480835295569,0.0036001598264622,MED,grade3,22.9,0.0,0.014521,2025-10-15
S08219,66,16,test,0.0056949304805971,0.003504586246324,LOW,grade2,38.0,0.0,0.014426,2025-12-04
S08220,64,2,test,0.0137654064533998,0.0035684058022767,LOW,grade2,18.9,0.0,0.01449,2025-12-03
S08221,38,16,val,0.0103574033552151,0.0035119533286489,LOW,grade2,21.2,0.0,0.014433,2025-11-19
S08222,8,4,train,0.0056497560487629,0.0035718338664457,LOW,grade2,23.2,0.0,0.014493,2025-10-12
S08223,64,4,test,0.0056253155043655,0.0034323050035852,LOW,grade2,41.1,0.0,0.014354,2025-12-03
S08224,10,13,train,0.0079362906794778,0.0035800206221191,LOW,grade2,30.3,0.0,0.014501,2025-10-15
S08225,36,4,val,0.0057017513669289,0.0035197072035019,LOW,grade2,29.6,0.0,0.014441,2025-11-18
S08226,66,9,test,0.018489841283128,0.0029702269795898,LOW,grade1,18.0,0.0,0.013891,2025-12-04
S08227,10,9,train,0.0046007975024242,0.0030839346634342,LOW,grade2,24.8,0.0,0.014005,2025-10-15
S08228,10,5,train,0.0185024896458653,0.0030278557320947,LOW,grade2,19.8,0.0,0.013949,2025-10-15
S08229,10,9,train,0.006874848704914,0.0029379483960684,LOW,grade1,36.0,0.0,0.013859,2025-10-15
S08230,66,4,test,0.0145471820885709,0.0021638289688365,LOW,grade1,23.8,0.0,0.013085,2025-12-04
S08231,66,3,test,0.022434074515433,0.0017467787882413,LOW,grade1,39.3,0.0,0.012668,2025-12-04
S08232,10,3,train,0.0057141805957004,0.0025444792095228,LOW,grade1,25.1,0.0,0.013466,2025-10-15
S08233,45,19,val,0.00703114500145,0.0035025856789156,LOW,grade2,37.3,0.0,0.014424,2025-11-23
S08234,5,22,train,0.002391158966365,0.0035006957648294,LOW,grade2,29.2,0.0,0.014422,2025-10-07
S08235,63,17,test,0.0223508407423897,0.003005767419703,LOW,grade2,54.1,0.0,0.013927,2025-12-03
S08236,7,4,train,0.0083203589305743,0.0034699918463643,LOW,grade2,44.1,0.0,0.014391,2025-10-10
S08237,7,10,train,0.0046021075244921,0.0034077833604143,LOW,grade2,26.4,0.0,0.014329,2025-10-10
S08238,35,10,val,0.0011357767387439,0.0035838377886722,LOW,grade2,36.4,0.0,0.014505,2025-11-18
S08239,5,4,train,0.0058453533557268,0.0035943435073269,MED,grade3,38.6,0.0,0.014516,2025-10-07
S08240,5,4,train,0.0023676137121515,0.0036101119523875,MED,grade3,31.3,0.0,0.014531,2025-10-07
S08241,5,4,train,0.0091542453503524,0.0035336266025313,LOW,grade2,45.1,0.0,0.014455,2025-10-07
S08242,61,4,test,0.0070376165560991,0.0034136875770814,LOW,grade2,59.9,0.0,0.014335,2025-12-02
S08243,61,4,test,0.0094272070713537,0.0035841378971504,LOW,grade2,31.3,0.0,0.014505,2025-12-02
S08244,5,22,train,0.0111691668071239,0.0029161901151162,LOW,grade1,44.9,0.0,0.013837,2025-10-07
S08245,63,17,test,0.0080173852124295,0.0029556666435492,LOW,grade1,65.4,0.0,0.013877,2025-12-03
S08246,7,4,train,0.009210099606208,0.0034223155446629,LOW,grade2,29.7,0.0,0.014344,2025-10-10
S08247,35,17,val,0.0134647295878627,0.0031663423800697,LOW,grade2,42.9,0.0,0.014088,2025-11-18
S08248,61,16,test,0.0232883965681244,0.003471827047193,LOW,grade2,19.8,0.0,0.014393,2025-12-02
S08249,7,17,train,0.010364675295786,0.0034950911227583,LOW,grade2,41.4,0.0,0.014416,2025-10-10
S08250,5,4,train,0.0119656391143982,0.0035328357949993,LOW,grade2,26.6,0.0,0.014454,2025-10-07
S08251,5,10,train,0.010098068431176,0.0036130514590057,MED,grade3,24.0,0.0,0.014534,2025-10-07
S08252,5,4,train,0.0130720360766197,0.0036178903914721,MED,grade3,36.8,0.0,0.014539,2025-10-07
S08253,5,22,train,0.0034367350325694,0.0030137172369724,LOW,grade2,37.9,0.0,0.013935,2025-10-07
S08254,5,4,train,0.0115732655237775,0.0034057022676135,LOW,grade2,31.0,0.0,0.014327,2025-10-07
S08255,5,22,train,0.0136853337004784,0.0029459789815857,LOW,grade1,28.1,0.0,0.013867,2025-10-07
S08256,5,10,train,0.0056405996059524,0.0035740665688103,LOW,grade2,21.0,0.0,0.014495,2025-10-07
S08257,5,10,train,0.0069060869444386,0.0036209338409529,MED,grade3,28.3,0.0,0.014542,2025-10-07
S08258,10,19,train,0.003518683714937,0.0013274241957645,LOW,grade1,39.5,0.0,0.012249,2025-10-15
S08259,32,10,val,0.0124083051893815,0.0034565206543135,LOW,grade2,30.0,0.0,0.014378,2025-11-16
S08260,41,16,val,0.0070623174916694,0.0030339306624086,LOW,grade2,29.2,0.0,0.013955,2025-11-21
S08261,69,11,test,0.0107105144063961,0.0029216496039388,LOW,grade1,37.0,0.0,0.013843,2025-12-06
S08262,13,15,train,0.0034132974376231,0.0011583599847816,LOW,grade1,23.4,0.0,0.01208,2025-10-20
S08263,13,11,train,0.0203249815970991,0.0034699462526426,LOW,grade2,34.4,0.0,0.014391,2025-10-20
S08264,41,16,val,0.0112018680298235,0.0030192799805857,LOW,grade2,32.5,0.0,0.01394,2025-11-21
S08265,41,16,val,0.0,0.002528252880326,LOW,grade1,30.4,0.0,0.013449,2025-11-21
S08266,69,17,test,0.0057878457568219,0.0021741579907485,LOW,grade1,29.5,0.0,0.013095,2025-12-06
S08267,13,11,train,0.0011492737838394,0.0034032703797368,LOW,grade2,22.7,0.0,0.014324,2025-10-20
S08268,13,11,train,0.0068167634775094,0.0028931672044624,LOW,grade1,28.8,0.0,0.013814,2025-10-20
S08269,13,16,train,0.0184162318518364,0.0014217123285178,LOW,grade1,31.5,0.0,0.012343,2025-10-20
S08270,13,15,train,0.0046852426639893,0.0018473981726609,LOW,grade1,33.1,0.0,0.012769,2025-10-20
S08271,40,24,val,0.0,0.0014122054824898,LOW,grade1,43.3,0.0,0.012333,2025-11-20
S08272,13,18,train,0.0137329805679706,0.0029326615601346,LOW,grade1,47.6,0.0,0.013854,2025-10-20
S08273,69,18,test,0.0100664344162683,0.0027218748643616,LOW,grade1,26.5,0.0,0.013643,2025-12-06
S08274,12,21,train,0.0094646385298388,0.0028989897197116,LOW,grade1,35.1,0.0,0.01382,2025-10-18
S08275,12,23,train,0.0157899156040584,0.0022063239474988,LOW,grade1,17.8,0.0,0.013128,2025-10-18
S08276,40,22,val,0.009174714155504,0.0021525151232076,LOW,grade1,33.9,0.0,0.013074,2025-11-20
S08277,12,21,train,0.0022595479540179,0.0030035934005451,LOW,grade2,20.1,0.0,0.013925,2025-10-18
S08278,12,18,train,0.0044844465498184,0.0029795969415332,LOW,grade1,21.5,0.0,0.013901,2025-10-18
S08279,68,23,test,0.0,0.0013676706783541,LOW,grade1,30.1,0.0,0.012289,2025-12-05
S08280,12,18,train,0.0033903392385721,0.0029787597635747,LOW,grade1,23.0,0.0,0.0139,2025-10-18
S08281,12,25,train,0.0023665821458757,0.0029910480412447,LOW,grade2,22.8,0.0,0.013912,2025-10-18
S08282,68,21,test,0.0011172029015804,0.00303806557643,LOW,grade2,16.6,0.0,0.013959,2025-12-05
S08283,12,18,train,0.010508658542602,0.0030084250616753,LOW,grade2,26.8,0.0,0.01393,2025-10-18
S08284,12,21,train,0.0058425497498401,0.0017524357240094,LOW,grade1,37.0,0.0,0.012674,2025-10-18
S08285,21,10,train,0.0067280357384594,0.0004817568251263,LOW,grade1,45.2,0.0,0.011403,2025-11-02
S08286,2,9,train,0.010670731707317,0.0013575223871535,LOW,grade1,26.6,0.0,0.012279,2025-10-02
S08287,10,24,train,0.0090392397581048,0.0011897967757573,LOW,grade1,29.9,0.0,0.012111,2025-10-15
S08288,10,17,train,0.0111607393484553,0.0025057530585393,LOW,grade1,42.0,0.0,0.013427,2025-10-15
S08289,10,2,train,0.0105709444369607,0.0024933708891559,LOW,grade1,42.7,0.0,0.013415,2025-10-15
S08290,30,19,val,0.0022875343187681,0.0013353664162625,LOW,grade1,30.3,0.0,0.012257,2025-11-15
S08291,66,2,test,0.012623446313986,0.0029908711557658,LOW,grade2,19.1,0.0,0.013912,2025-12-04
S08292,30,21,val,0.0103117025028874,0.001103622128139,LOW,grade1,10.5,0.0,0.012025,2025-11-15
S08293,58,19,test,0.0062100935887343,0.0018643222201392,LOW,grade1,7.1,0.0,0.012786,2025-11-30
S08294,9,9,train,0.0,0.0024903370404058,LOW,grade1,22.3,0.0,0.013412,2025-10-13
S08295,2,15,train,0.0259485251721805,0.0030512555983418,LOW,grade2,32.2,0.0,0.013972,2025-10-02
S08296,4,14,train,0.009571958206943,0.0036127708029066,MED,grade3,18.8,0.0,0.014534,2025-10-05
S08297,62,19,test,0.0057450935513925,0.0034499047897075,LOW,grade2,16.7,0.0,0.014371,2025-12-02
S08298,5,2,train,0.0111773807596121,0.0034259870904248,LOW,grade2,25.7,0.0,0.014347,2025-10-07
S08299,32,16,val,0.0125483445228668,0.0036038180352262,MED,grade3,28.7,0.0,0.014525,2025-11-16
S08300,6,21,train,0.001175933352735,0.0035964220312894,MED,grade3,24.6,0.0,0.014518,2025-10-09
S08301,33,9,val,0.0047100522180839,0.0036009973377792,MED,grade3,22.6,0.0,0.014522,2025-11-17
S08302,4,19,train,0.0113682110964719,0.0028967280365253,LOW,grade1,28.0,0.0,0.013818,2025-10-05
S08303,4,13,train,0.0058118050975494,0.0034959722480161,LOW,grade2,35.6,0.0,0.014417,2025-10-05
S08304,32,13,val,0.0044730346660186,0.0035969417216757,MED,grade3,20.0,0.0,0.014518,2025-11-16
S08305,4,12,train,0.0092962139438533,0.0034244449332095,LOW,grade2,31.8,0.0,0.014346,2025-10-05
S08306,4,14,train,0.0119595924594408,0.0036211920379809,MED,grade3,35.3,0.0,0.014542,2025-10-05
S08307,4,14,train,0.0114612519745869,0.0036273600663565,MED,grade3,12.8,0.0,0.014549,2025-10-05
S08308,4,12,train,0.0069894174313539,0.003497613648375,LOW,grade2,26.9,0.0,0.014419,2025-10-05
S08309,6,20,train,0.013135164616024,0.00295813377692,LOW,grade1,17.7,0.0,0.013879,2025-10-09
S08310,4,14,train,0.0046764476875342,0.0035823659662885,LOW,grade2,25.9,0.0,0.014504,2025-10-05
S08311,6,22,train,0.0081008331354112,0.0014029665265601,LOW,grade1,29.6,0.0,0.012324,2025-10-09
S08312,34,22,val,0.0094357981270795,0.0031666905538788,LOW,grade2,7.2,0.0,0.014088,2025-11-17
S08313,32,5,val,0.0093965282947522,0.0029515769695275,LOW,grade1,15.5,0.0,0.013873,2025-11-16
S08314,6,22,train,0.0081781852374236,0.0029379372158888,LOW,grade1,15.8,0.0,0.013859,2025-10-09
S08315,4,5,train,0.0035747166120029,0.0035596620210833,LOW,grade2,33.8,0.0,0.014481,2025-10-05
S08316,33,2,val,0.0130708171950461,0.003603287476514,MED,grade3,40.6,0.0,0.014524,2025-11-17
S08317,5,2,train,0.0147867919001061,0.0036268881124029,MED,grade3,32.4,0.0,0.014548,2025-10-07
S08318,5,3,train,0.0091634228242056,0.0036235452260387,MED,grade3,27.7,0.0,0.014545,2025-10-07
S08319,5,5,train,0.0193120441418151,0.0035407099787959,LOW,grade2,25.5,0.0,0.014462,2025-10-07
S08320,33,3,val,0.0022411616161616,0.0036026310728153,MED,grade3,21.1,0.0,0.014524,2025-11-17
S08321,33,5,val,0.0105556774819293,0.003582296251741,LOW,grade2,24.1,0.0,0.014503,2025-11-17
S08322,5,8,train,0.0147853706983747,0.0035034154730021,LOW,grade2,32.4,0.0,0.014425,2025-10-07
S08323,61,7,test,0.0091383391941897,0.0034295721836921,LOW,grade2,17.0,0.0,0.014351,2025-12-02
S08324,5,5,train,0.0089941524436451,0.0035977382993282,MED,grade3,23.9,0.0,0.014519,2025-10-07
S08325,4,14,train,0.0172411400660505,0.0035565528421388,LOW,grade2,33.2,0.0,0.014478,2025-10-05
S08326,5,3,train,0.0058173560877402,0.0036002409535979,MED,grade3,27.8,0.0,0.014521,2025-10-07
S08327,5,5,train,0.0124397297709333,0.0035585585892555,LOW,grade2,43.4,0.0,0.01448,2025-10-07
S08328,33,5,val,0.0083246593206752,0.0035779160015537,LOW,grade2,25.9,0.0,0.014499,2025-11-17
S08329,61,25,test,0.0034324389654338,0.0035987123700946,MED,grade3,34.5,0.0,0.01452,2025-12-02
S08330,6,19,train,0.0103487048502179,0.0036222397838176,MED,grade3,35.3,0.0,0.014543,2025-10-09
S08331,5,7,train,0.0092094596159636,0.0034162787622588,LOW,grade2,25.1,0.0,0.014337,2025-10-07
S08332,5,7,train,0.0070083409127764,0.003600604313658,MED,grade3,21.7,0.0,0.014522,2025-10-07
S08333,5,25,train,0.0068618923359427,0.0036060718849691,MED,grade3,38.2,0.0,0.014527,2025-10-07
S08334,4,15,train,0.0034809771950467,0.0035531990469161,LOW,grade2,19.2,0.0,0.014474,2025-10-05
S08335,5,25,train,0.0089276893092267,0.0035795119150302,LOW,grade2,30.5,0.0,0.014501,2025-10-07
S08336,4,21,train,0.007042752483385,0.0036022144266734,MED,grade3,12.9,0.0,0.014523,2025-10-05
S08337,60,12,test,0.0,0.0034882222270305,LOW,grade2,27.8,0.0,0.014409,2025-12-01
S08338,36,17,val,0.0079502191509101,0.003491291451826,LOW,grade2,46.7,0.0,0.014412,2025-11-18
S08339,36,14,val,0.005858665874509,0.0034098082776631,LOW,grade2,68.7,0.0,0.014331,2025-11-18
S08340,8,15,train,0.0078879766738993,0.0034620855893957,LOW,grade2,27.5,0.0,0.014383,2025-10-12
S08341,8,5,train,0.0081807236848293,0.0035051439931285,LOW,grade2,49.7,0.0,0.014426,2025-10-12
S08342,64,18,test,0.0134480612603836,0.0036193826837402,MED,grade3,52.6,0.0,0.014541,2025-12-03
S08343,4,25,train,0.0090806731939714,0.0036203311007331,MED,grade3,73.1,0.0,0.014542,2025-10-05
S08344,38,5,val,0.0081856897484765,0.0024997761614197,LOW,grade1,33.0,0.0,0.013421,2025-11-19
S08345,8,4,train,0.0107384387131158,0.0034397406555057,LOW,grade2,71.7,0.0,0.014361,2025-10-12
S08346,6,12,train,0.007812307022094,0.0030343305054993,LOW,grade2,48.2,0.0,0.013956,2025-10-09
