ufs_serial,run_wf_xy,pred,pi,one_minus_pi,mu,health
S02712,0000001_23_36_31,0.0023151951021019,0.4235233152291434,0.5764766847708566,0.0040161122960631,0.0
S02714,0000001_2_32_14,0.0030415415689474,0.2708394333881615,0.7291605666118385,0.0041712919049922,0.0
S02715,0000026_1_46_20,0.0003665814542102,0.9172202668131684,0.0827797331868315,0.0044283961798094,0.0
S02716,0000022_16_21_16,0.0005000100241498,0.8875974036576398,0.1124025963423601,0.0044483850055107,0.0
S02717,0000022_17_31_27,0.0003866396895139,0.9090769869120964,0.0909230130879037,0.0042523853574906,0.0
S02718,0000022_21_42_25,0.0006588044969785,0.8389654938203079,0.161034506179692,0.0040910765810865,0.0
S02721,0000022_19_43_27,0.0006426789082131,0.8488233927181399,0.1511766072818601,0.0042511795956295,0.0
S02723,0000022_19_43_17,0.0006369119756029,0.8529829307744394,0.1470170692255605,0.0043322314814052,0.0
S02725,0000022_22_18_18,0.0009727535226108,0.773437495041268,0.2265625049587319,0.0042935326954829,0.0
S02726,0000022_22_33_27,0.000453308401986,0.8894232673277752,0.1105767326722247,0.0040994917378306,0.0
S02728,0000026_1_49_23,0.0002952532595009,0.9305571923729016,0.0694428076270984,0.0042517471512154,0.0
S02729,0000026_1_49_26,0.0007595690712073,0.8223667699055791,0.1776332300944209,0.0042760528016274,0.0
S02731,0000020_4_22_18,0.0018951463548231,0.531613754728866,0.468386245271134,0.0040461187192338,0.0
S02733,0000018_25_36_20,0.0015235998404277,0.6462612593728029,0.3537387406271971,0.0043071331054278,0.0
S02734,0000020_16_44_14,0.0014848724093509,0.6331307935624022,0.3668692064375978,0.0040474163088515,0.0
S02736,0000015_1_45_31,0.0013257388261167,0.6882769312135572,0.3117230687864428,0.0042529378120071,0.0
S02737,0000027_14_50_24,0.0017280186214355,0.5350331367308421,0.4649668632691579,0.0037164339180774,0.0
S02739,0000027_23_44_30,0.0022603693270321,0.4634033727959936,0.5365966272040064,0.0042124180668261,0.0
S02742,0000027_19_62_22,0.00298764438088,0.2796165559554268,0.7203834440445731,0.0041472973949901,0.0
S02743,0000027_16_55_23,0.0025619378805676,0.3895294770471572,0.6104705229528428,0.0041966610741097,0.0
S02744,0000027_19_56_14,0.002564431633003,0.4031552776218389,0.5968447223781611,0.0042966479167058,0.0
S02745,0000015_7_46_15,0.0011834701964182,0.7226885561015529,0.2773114438984471,0.0042676572584998,0.0
S02747,0000027_12_37_20,0.0015083364874623,0.6424359567234383,0.3575640432765616,0.0042183673549515,0.0
S02748,0000015_6_25_29,0.0013908805875191,0.6736700237373141,0.3263299762626859,0.0042621906925264,0.0
S02752,0000015_8_49_19,0.0010479637475258,0.756223967930619,0.243776032069381,0.0042988793386694,0.0
S02753,0000015_10_44_12,0.001770332324848,0.5796670648317599,0.4203329351682401,0.0042117383072526,0.0
S02754,0000015_4_13_20,0.001358117876694,0.6924577210316171,0.3075422789683829,0.0044160363292152,0.0
S02756,0000015_4_45_18,0.0009087951572829,0.7881845900076787,0.2118154099923213,0.0042905053854007,0.0
S02757,0000022_13_33_14,0.0027795009664,0.3616914583935102,0.6383085416064898,0.0043544787281156,0.0
S02760,0000015_6_31_23,0.0012909811813342,0.6973558411810976,0.3026441588189024,0.0042656735433863,0.0
S02762,0000022_10_25_18,0.0017729086794262,0.5818015765476032,0.4181984234523968,0.0042393958943943,0.0
S02763,0000022_11_47_24,0.0012770853501934,0.6930989706742505,0.3069010293257495,0.0041612286312598,0.0
S02764,0000022_12_25_25,0.0016977740518961,0.6015768122196631,0.3984231877803369,0.0042612330405633,0.0
S02765,0000027_5_31_26,0.0006309579172766,0.8402364142194934,0.1597635857805066,0.0039493224578941,0.0
S02766,0000027_2_54_23,0.0023048810389933,0.4465594882930145,0.5534405117069854,0.0041646409871304,0.0
S02768,0000027_3_21_18,0.0018164921911066,0.547179517277667,0.452820482722333,0.0040115062379377,0.0
S02769,0000027_4_32_21,0.0012548797506406,0.6790974672294962,0.3209025327705038,0.0039104700726624,0.0
S02770,0000027_2_38_23,0.0016726338158915,0.5619779157807087,0.4380220842192913,0.0038186061300374,0.0
S02772,0000016_15_39_32,0.0031088521422604,0.2880404278141891,0.711959572185811,0.0043666133074323,0.0
S02773,0000017_24_48_31,0.0021993787487958,0.4741672944347668,0.5258327055652332,0.0041826587154401,0.0
S02775,0000009_7_15_17,0.0011022003000537,0.7399683582613295,0.2600316417386705,0.0042387160757976,0.0
S02776,0000000_12_27_12,0.0034126160943802,0.2195072356844681,0.7804927643155318,0.0043723865875592,0.0
S02780,0000015_15_26_30,0.002598336776549,0.3671384291164616,0.6328615708835383,0.0041056952990864,0.0
S02783,0000016_13_53_24,0.0031151840362517,0.2248053715292849,0.7751946284707151,0.0040185831039583,0.0
S02784,0000009_23_25_30,0.0010476232009871,0.7478831203346702,0.2521168796653298,0.0041553076588041,0.0
S02786,0000003_17_52_30,0.0031920493475971,0.26037790325366,0.73962209674634,0.0043157841844358,0.0
S02787,0000004_20_36_13,0.0027355195391616,0.3498601869502925,0.6501398130497076,0.0042075865594659,0.0
S02788,0000005_13_52_27,0.0029158481444827,0.3028018476150757,0.6971981523849242,0.0041822373374175,0.0
S02789,0000005_12_29_23,0.0032336939308443,0.1892350747105634,0.8107649252894366,0.0039884482295407,0.0
S02792,0000001_14_29_18,0.0030944309223012,0.248117177993863,0.751882822006137,0.0041155760335698,0.0
S02793,0000008_6_36_29,0.0030643040980872,0.265934660361576,0.734065339638424,0.0041744296217508,0.0
S02794,0000004_16_32_17,0.0035004976161327,0.1533168567389343,0.8466831432610656,0.0041343655463014,0.0
S02795,0000006_23_45_12,0.0032781666133423,0.2451967500997515,0.7548032499002484,0.0043430743227133,0.0
S02797,0000023_18_33_22,0.0031289986831947,0.2664546971136668,0.7335453028863331,0.0042655834218866,0.0
S02800,0000007_2_27_14,0.0035217348072638,0.1584008861209427,0.8415991138790573,0.0041845752320622,0.0
S02801,0000007_2_43_24,0.0034209586575387,0.1635238036439752,0.8364761963560248,0.0040897262497625,0.0
S02804,0000016_5_47_16,0.0032475763237972,0.2043868593123306,0.7956131406876693,0.0040818535513255,0.0
S02805,0000007_19_54_29,0.0032691190602316,0.1881998501725552,0.8118001498274448,0.0040269998236961,0.0
S02807,0000016_24_43_17,0.0033516346509009,0.2043701511270111,0.7956298488729888,0.0042125551921518,0.0
S02808,0000016_19_36_15,0.0035045288559709,0.1993535530696237,0.8006464469303762,0.0043771240969182,0.0
S02809,0000016_18_34_20,0.0030302251488255,0.2629091677004629,0.7370908322995371,0.0041110606943407,0.0
S02812,0000021_22_39_14,0.0021419759661177,0.4952470873302148,0.5047529126697852,0.004243612889301,0.0
S02813,0000021_22_40_27,0.0020538953633677,0.50557327371136,0.49442672628864,0.0041540945385073,0.0
S02814,0000021_9_61_23,0.0021138916093036,0.5148371914021617,0.4851628085978383,0.004357076782973,0.0
S02816,0000021_6_22_28,0.0011832727842463,0.7166631168911402,0.2833368831088598,0.0041762045634974,0.0
S02817,0000003_22_38_18,0.0033987155283673,0.1710469942592911,0.8289530057407088,0.0041000098978234,0.0
S02818,0000003_17_52_28,0.0028792964769966,0.3201682240249078,0.6798317759750923,0.0042353072903467,0.0
S02819,0000005_12_41_17,0.0032400392987272,0.2167606816485111,0.783239318351489,0.0041367168664957,0.0
S02820,0000005_11_38_20,0.0030428133173677,0.2922142570490387,0.7077857429509613,0.0042990599170327,0.0
S02822,0000005_11_58_26,0.0037407869848016,0.1551028770508399,0.84489712294916,0.0044275058858576,0.0
S02823,0000006_21_43_28,0.0029870713326062,0.269461011038641,0.7305389889613589,0.004088859564981,0.0
S02825,0000017_11_26_19,0.0030829295464072,0.2739721119959458,0.7260278880040543,0.0042462963163613,0.0
S02827,0000009_11_35_27,0.0029786194901059,0.2697903100739828,0.7302096899260171,0.0040791289559684,0.0
S02828,0000017_11_35_25,0.0029748057574311,0.2826329843717556,0.7173670156282443,0.0041468393341529,0.0
S02829,0000018_24_19_21,0.003543958775819,0.1628949134735524,0.8371050865264476,0.0042335888681845,0.0
S02831,0000001_5_23_29,0.0030415913675351,0.3075857556265185,0.6924142443734815,0.0043927336738823,0.0
S02832,0000001_1_62_19,0.0028009989202122,0.3517942983182437,0.6482057016817563,0.00432115748588,0.0
S02833,0000001_1_32_24,0.0030410745868903,0.2867344898940582,0.7132655101059417,0.0042635940527092,0.0
S02834,0000017_25_50_29,0.0019576396638281,0.5332771623370592,0.4667228376629407,0.0041944372673743,0.0
S02836,0000020_10_58_21,0.0004301392698027,0.8992667444636177,0.1007332555363823,0.0042700820847332,0.0
S02837,0000020_10_47_26,0.0010694235226439,0.7339417679725382,0.2660582320274618,0.0040195092423736,0.0
S02839,0000001_9_37_18,0.0017457915885782,0.5923760569652041,0.4076239430347959,0.0042828484891752,0.0
S02842,0000001_15_52_28,0.0024948390060937,0.3994280938465824,0.6005719061534176,0.0041541054127438,0.0
S02843,0000009_7_60_17,0.0022413278837786,0.4572229021407556,0.5427770978592443,0.004129370772309,0.0
S02844,0000001_10_47_15,0.0021301437854413,0.5054059476509843,0.4945940523490156,0.0043068528125733,0.0
S02846,0000017_25_37_13,0.0007234039553928,0.8252763460581269,0.174723653941873,0.0041402748802031,0.0
S02847,0000001_2_31_22,0.0030453001920128,0.2811843775985195,0.7188156224014806,0.0042365525972277,0.0
S02848,0000009_23_24_23,0.0007896262755428,0.8024396789052267,0.1975603210947732,0.0039968869819971,0.0
S02850,0000012_11_51_21,0.0025006828658566,0.454053256681122,0.5459467433188779,0.0045804520247794,0.0
S02851,0000012_11_55_18,0.002837018345865,0.3236303677687532,0.6763696322312467,0.0041944791881121,0.0
S02853,0000012_15_40_20,0.0017228201063264,0.6218088795463336,0.3781911204536664,0.0045554218836757,0.0
S02854,0000011_24_46_23,0.0022948934726117,0.4576001706578125,0.5423998293421874,0.0042309996214323,0.0
S02855,0000011_20_60_23,0.003126319875741,0.2365437380540815,0.7634562619459184,0.0040949560984314,0.0
S02857,0000011_19_41_15,0.0016320332840458,0.5855237073737657,0.4144762926262343,0.0039375793334398,0.0
S02858,0000011_18_44_19,0.0030715751513331,0.2705085010135716,0.7294914989864283,0.0042105701788175,0.0
S02861,0000016_25_54_15,0.0008260575859675,0.8083918765935052,0.1916081234064948,0.004311182486846,0.0
S02866,0000009_3_53_19,0.0014230859157309,0.6680169041008026,0.3319830958991974,0.004286621618117,0.0
S02868,0000001_19_42_19,0.0017832454824747,0.5853759770559962,0.4146240229440038,0.0043008735234706,0.0
S02869,0000001_19_51_15,0.0021139135745833,0.4899072355143541,0.5100927644856459,0.0041441747889032,0.0
S02870,0000008_22_55_29,0.0024503791166068,0.4170233199370834,0.5829766800629166,0.0042032197863256,0.0
S02874,0000001_19_19_20,0.0018915624033625,0.5517992315542342,0.4482007684457658,0.0042203461853087,0.0
S02878,0000023_24_29_26,0.0022038761024746,0.4747535592607571,0.525246440739243,0.0041958896463398,0.0
S02879,0000026_1_24_22,0.0007894353802195,0.8202579982261009,0.1797420017738991,0.0043920473368967,0.0
S02880,0000026_1_36_25,0.0006401559180044,0.8534962179107088,0.1465037820892911,0.0043695521636039,0.0
S02882,0000022_18_19_23,0.0009749975254116,0.7727381680621996,0.2272618319378003,0.0042901947814911,0.0
S02883,0000026_1_18_25,0.0010520400228376,0.7402478532674152,0.2597521467325848,0.0040501687322751,0.0
S02884,0000022_21_53_19,0.0006882013994731,0.8403647465215968,0.1596352534784032,0.0043110865831793,0.0
S02885,0000022_17_41_21,0.0003643907788505,0.9195622466584964,0.0804377533415037,0.0045300964250395,0.0
S02887,0000022_17_24_21,0.0004907811586899,0.8862135991769683,0.1137864008230317,0.0043131793882225,0.0
S02888,0000022_18_58_28,0.0005683188468867,0.8584092435315649,0.1415907564684351,0.004013813197004,0.0
S02889,0000022_21_50_23,0.0004144622010618,0.9087886008163464,0.0912113991836536,0.0045439737222688,0.0
S02890,0000026_3_58_25,0.0004799226298075,0.8873840497875791,0.1126159502124208,0.0042615866482706,0.0
S02891,0000025_1_55_17,0.0030391636707763,0.2685821502967075,0.7314178497032925,0.0041551674901141,0.0
S02893,0000018_25_21_20,0.00220157331873,0.4650981548380372,0.5349018451619628,0.0041158454371445,0.0
S02894,0000018_25_21_28,0.0024113223446812,0.4205162029548782,0.5794837970451219,0.0041611557682491,0.0
S02895,0000027_23_60_25,0.0022516188143739,0.4556468720962825,0.5443531279037175,0.0041363201549788,0.0
S02896,0000027_22_45_28,0.0028661808811074,0.339662611359483,0.6603373886405169,0.0043404794736948,0.0
S02898,0000027_23_18_25,0.0022947863205112,0.4034706072789586,0.5965293927210413,0.003846895640873,0.0
S02901,0000027_16_23_14,0.0021874678531549,0.4864911809646222,0.5135088190353778,0.0042598447622848,0.0
S02904,0000027_24_45_23,0.00232818635328,0.4463482295367616,0.5536517704632384,0.0042051456845013,0.0
S02907,0000015_1_27_19,0.0012443348650321,0.7136243706661546,0.2863756293338454,0.0043451143797631,0.0
S02908,0000015_3_45_12,0.0007591857976549,0.8228083033445086,0.1771916966554914,0.0042845449983531,0.0
S02909,0000022_14_32_28,0.0020759573390779,0.4983067457577096,0.5016932542422903,0.0041379016391466,0.0
S02911,0000015_3_34_27,0.0004693637866096,0.8907010240201574,0.1092989759798426,0.0042943109247076,0.0
S02914,0000027_16_21_19,0.0022013307597785,0.4719247673742421,0.5280752326257578,0.0041685930787415,0.0
S02915,0000027_10_31_23,0.0011016404366488,0.72817985811871,0.27182014188129,0.0040528285690099,0.0
S02917,0000027_5_21_17,0.0008204684823547,0.7889214717064188,0.2110785282935812,0.0038870295760902,0.0
S02918,0000027_2_41_18,0.001808491110471,0.5580939784885469,0.4419060215114531,0.0040924789942563,0.0
S02919,0000009_19_51_20,0.0016864812526197,0.5980067360018313,0.4019932639981687,0.0041952972939055,0.0
S02920,0000009_6_58_17,0.0009767319433144,0.7724775121338747,0.2275224878661252,0.0042929028795129,0.0
S02923,0000014_22_27_15,0.000252260699002,0.9398242155629216,0.0601757844370782,0.0041920633251706,0.0
S02925,0000009_23_29_26,0.000628106584322,0.8411491897149549,0.1588508102850451,0.0039540659767173,0.0
S02927,0000014_17_37_14,0.0001243383575062,0.9713661886538107,0.0286338113461891,0.0043423614133308,0.0
S02930,0000014_17_43_14,6.895827156483717e-05,0.9844281632789036,0.0155718367210963,0.0044283967781022,0.0
S02932,0000013_18_49_26,0.0014553364519881,0.6562522219084714,0.3437477780915285,0.0042337334078726,0.0
S02934,0000014_4_27_27,0.0008264733947235,0.7988095652261872,0.2011904347738128,0.0041079159436816,0.0
S02935,0000013_20_19_20,0.0017907156448258,0.574960356272171,0.425039643727829,0.0042130555849339,0.0
S02937,0000014_17_50_26,8.752732534686829e-05,0.9780710474795764,0.0219289525204237,0.0039914047543013,0.0
S02938,0000014_3_15_23,0.0009223883193602,0.7766878745405204,0.2233121254594796,0.0041304891862113,0.0
S02939,0000014_8_42_22,0.0002223974413357,0.9487334663202828,0.0512665336797172,0.0043380627745418,0.0
S02940,0000013_19_25_19,0.0006814957748485,0.8381369592298399,0.1618630407701601,0.0042103235649465,0.0
S02942,0000013_18_45_15,0.0019419598320608,0.5399394038530405,0.4600605961469595,0.0042210957606995,0.0
S02943,0000014_24_34_14,0.000355926280189,0.918137117728016,0.0818628822719839,0.00434783470006,0.0
S02944,0000013_18_53_14,0.0011663581035575,0.7216277749071914,0.2783722250928085,0.0041899226949407,0.0
S02945,0000013_20_49_29,0.0012762817345911,0.6990044786104952,0.3009955213895048,0.0042402017435319,0.0
S02946,0000014_21_32_14,0.0001001750215894,0.9761320569475732,0.0238679430524267,0.0041970529831316,0.0
S02948,0000013_25_33_15,0.0008604942443107,0.8007176692614931,0.1992823307385068,0.0043179655773891,0.0
S02951,0000014_4_32_18,0.0001738199230203,0.9564818412829734,0.0435181587170265,0.0039941929563388,0.0
S02952,0000014_6_44_15,9.003940794660363e-05,0.9798342930858236,0.0201657069141764,0.0044649765232532,0.0
S02953,0000014_8_45_27,0.0006820262013677,0.8418520834075685,0.1581479165924315,0.0043125841684362,0.0
S02954,0000014_3_31_23,0.0003047636759504,0.9268465536591496,0.0731534463408503,0.004166087740152,0.0
S02955,0000014_22_35_19,0.0001745893948206,0.9573913705008048,0.0426086294991953,0.004097512566649,0.0
S02957,0000014_24_19_18,0.0002696329489991,0.9352935494812716,0.0647064505187283,0.0041670180768314,0.0
S02959,0000014_3_19_27,0.0016526157130122,0.6079098471759449,0.3920901528240551,0.0042148870638783,0.0
S02961,0000013_24_33_30,0.0006451092387217,0.8429981252041762,0.1570018747958238,0.0041089269765773,0.0
S02963,0000004_2_42_31,0.002979937327232,0.27090219549398,0.72909780450602,0.0040871571808545,0.0
S02964,0000005_19_36_31,0.0033402756163733,0.2618077101165147,0.7381922898834853,0.0045249397239038,0.0
S02965,0000003_12_13_22,0.0021866599995264,0.5097705742704088,0.4902294257295911,0.0044604829591208,0.0
S02966,0000003_5_47_19,0.0019793828912726,0.5310328036217862,0.4689671963782138,0.0042207278175514,0.0
S02969,0000007_4_59_29,0.0025972309824956,0.4062974068848779,0.5937025931151221,0.0043746330445823,0.0
S02972,0000005_12_48_12,0.0025876714949208,0.4200783047906752,0.5799216952093247,0.0044621049984805,0.0
S02973,0000010_7_19_28,0.0030409417134294,0.3104646605134136,0.6895353394865864,0.0044101317790233,0.0
S02974,0000012_17_41_11,0.002964176080146,0.3518832747252812,0.6481167252747189,0.0045735219668797,0.0
S02975,0000012_15_36_11,0.0009740233118138,0.7838368995499239,0.2161631004500761,0.0045059647543258,0.0
S02976,0000015_11_28_29,0.0028917829124337,0.3162779070928753,0.6837220929071246,0.004229471217082,0.0
S02982,0000012_5_28_15,0.0030727487966118,0.2705182579427616,0.7294817420572384,0.0042122353713011,0.0
S02984,0000016_1_26_26,0.0036284717744306,0.1711113876520702,0.8288886123479298,0.0043775143250581,0.0
S02986,0000007_25_23_25,0.003553177115416,0.1417179399991652,0.8582820600008347,0.0041398711228015,0.0
S02987,0000016_17_23_25,0.002952175195186,0.3088331374241441,0.6911668625758558,0.0042712915723184,0.0028635300353764
S02988,0000016_13_37_17,0.0027803206055466,0.3339166708321728,0.6660833291678272,0.0041741333010394,0.0
S02989,0000007_20_49_29,0.0030162267266413,0.2585916730469898,0.7414083269530102,0.0040682396150543,0.0
S02990,0000007_19_16_19,0.0035038510913581,0.1567810468375564,0.8432189531624436,0.0041553277214857,0.0
S02991,0000016_20_50_20,0.003256090941798,0.2705164580541419,0.7294835419458581,0.0044635564129556,0.0
S02992,0000004_23_56_16,0.0030855199920657,0.2475231780733283,0.7524768219266716,0.0041004850942325,0.0
S02995,0000007_6_54_16,0.0031580752372382,0.2502761685588596,0.7497238314411404,0.0042123180627295,0.0
S02996,0000004_23_47_23,0.0031762690046311,0.2219787881566406,0.7780212118433594,0.0040824966675467,0.0
S02998,0000007_1_55_19,0.0026033518054902,0.3678159781858151,0.6321840218141849,0.0041180284785106,0.0
S03000,0000006_1_39_31,0.003114912911207,0.2048824390141305,0.7951175609858695,0.0039175501385542,0.0
S03001,0000007_14_42_23,0.0023384347388496,0.4469855487811509,0.5530144512188491,0.0042285237459811,0.0
S03002,0000007_14_29_29,0.0035746018199568,0.1214735291099964,0.8785264708900036,0.0040688606870725,0.0
S03003,0000007_11_38_22,0.0036261776997783,0.1101739025665275,0.8898260974334724,0.0040751532352639,0.0
S03004,0000007_11_47_29,0.0032228973563647,0.2043339085985457,0.7956660914014543,0.0040505651694771,0.0
S03006,0000007_13_16_18,0.0031715968879234,0.2441389915642882,0.7558610084357117,0.0041960054196831,0.0
S03007,0000007_8_36_26,0.0035393543491151,0.1377480859307586,0.8622519140692413,0.0041047799272625,0.0029118477636774
S03008,0000007_13_37_17,0.003697029031629,0.1202030444661829,0.8797969555338171,0.004202138923504,0.0
S03010,0000007_11_41_23,0.0031444407188051,0.234646622566345,0.765353377433655,0.0041084821881219,0.0
S03011,0000007_23_46_20,0.0033740238251792,0.1877286395880953,0.8122713604119047,0.0041538136017355,0.0
S03013,0000007_10_23_17,0.0035588202127517,0.1298168910999112,0.8701831089000888,0.0040897371787072,0.0
S03015,0000007_8_53_24,0.0034743456394627,0.1437266775399863,0.8562733224600136,0.0040575194255511,0.0
S03016,0000007_19_23_29,0.0034017319466003,0.2023425454827989,0.797657454517201,0.0042646526116392,0.0
S03018,0000021_19_21_17,0.0036249303987689,0.1865056796668491,0.8134943203331508,0.0044559996402734,0.0045907151170309
S03019,0000021_22_50_15,0.0019290362285762,0.5587544908362373,0.4412455091637627,0.0043717979866404,0.0077300186018153
S03021,0000021_22_48_19,0.0023264032029518,0.4605234313650341,0.5394765686349658,0.0043123340997706,0.0
S03023,0000021_22_55_29,0.0018799205543132,0.5546225069763596,0.4453774930236404,0.0042209599356954,0.0
S03024,0000021_25_52_14,0.0031931029855973,0.2422055379405848,0.7577944620594153,0.0042136794941989,0.0
S03027,0000021_24_47_22,0.0033854289924685,0.1980035421667883,0.8019964578332117,0.0042212518015542,0.0030645245824816
S03029,0000021_3_21_18,0.0024094878408006,0.4131043371760046,0.5868956628239954,0.0041054790372906,0.0
S03035,0000016_3_45_29,0.0030579826122872,0.2367793651521339,0.7632206348478661,0.0040066823047791,0.0
S03036,0000008_24_46_13,0.0028263405379321,0.295774952401467,0.704225047598533,0.0040134052993005,0.0
S03037,0000008_12_31_20,0.0032088621374663,0.2301253760861532,0.7698746239138468,0.0041680320896321,0.0
S03038,0000008_24_57_17,0.0033169608016032,0.2403143528179442,0.7596856471820558,0.0043662280759246,0.0
S03039,0000008_12_49_16,0.0026536266253438,0.3603990703796992,0.6396009296203008,0.0041488786248625,0.0057347918397489
S03041,0000016_14_26_14,0.003060074629302,0.2617827887946108,0.7382172112053892,0.0041452225481244,0.0061208404147885
S03044,0000016_14_46_27,0.0028721868491873,0.303351027550999,0.696648972449001,0.0041228609569184,0.0104508369080662
S03045,0000016_2_24_14,0.0027122846479369,0.3583030055909298,0.6416969944090701,0.0042267373410945,0.0090586809321145
S03046,0000016_2_36_29,0.0029354470490299,0.293823596647558,0.706176403352442,0.0041568183744096,0.0045085499160883
S03048,0000016_2_36_15,0.0027982498883108,0.3357228465671295,0.6642771534328704,0.0042124734741364,0.0046724578820697
S03049,0000016_6_50_26,0.0030725174587296,0.2503517252310588,0.7496482747689412,0.0040986120586706,0.0076942607317133
S03051,0000016_8_49_30,0.0028026643834581,0.3477553903382006,0.6522446096617993,0.0042969529252397,0.0077735442982538
S03052,0000016_1_57_25,0.0035673995401137,0.1688916616138989,0.8311083383861011,0.0042923399698301,0.0061811884174229
S03054,0000016_6_59_22,0.0032415437176821,0.2459528972617155,0.7540471027382845,0.0042988610471556,0.0015078563258668
S03057,0000016_24_51_28,0.0033813809733108,0.210876590036545,0.789123409963455,0.0042849837308304,0.0015234416908057
S03058,0000016_19_22_16,0.0027936726599879,0.3684385668586587,0.6315614331413413,0.0044234377107106,0.0030899313003201
S03059,0000016_20_45_28,0.0034683830927104,0.1756588706015787,0.8243411293984212,0.0042074609273002,0.0
S03060,0000009_6_53_30,0.0017054297227344,0.5848621795193543,0.4151378204806457,0.004108104919855,0.0075686969658205
S03062,0000024_2_53_30,0.0035343016848449,0.167303799108192,0.832696200891808,0.0042444071211802,0.0029935340868365
S03063,0000024_20_54_13,0.0029491533364253,0.2907513826450691,0.7092486173549308,0.0041581375899242,0.0046762826845814
S03065,0000004_9_52_15,0.0034618512919211,0.1605911240879669,0.8394088759120331,0.0041241537840063,0.004496638830331
S03066,0000004_11_37_19,0.0034657600582844,0.1742396555223704,0.8257603444776296,0.0041970531540563,0.0
S03067,0000004_11_26_24,0.0031897653878723,0.1874439248558222,0.8125560751441777,0.0039255941656781,0.0060078028908773
S03068,0000004_20_58_28,0.0029606072461415,0.3249682216383083,0.6750317783616917,0.0043858783260944,0.00748390283274
S03069,0000004_21_39_25,0.0032222009246354,0.2303022938089391,0.7696977061910608,0.0041863200302113,0.0091540345900944
S03070,0000003_18_17_22,0.0032124744366073,0.2322676671578213,0.7677323328421787,0.0041843677792162,0.0015043237958599
S03073,0000003_23_32_24,0.0036940463563193,0.1272000144570668,0.8727999855429331,0.0042324088193258,0.0
S03074,0000004_19_39_31,0.0030140599315906,0.2953811196610384,0.7046188803389615,0.0042775747509642,0.0045328517748349
S03077,0000004_19_43_12,0.0028343262829697,0.3624839920426904,0.6375160079573097,0.0044458903738767,0.0045084681186897
S03078,0000006_3_17_25,0.003232416471053,0.2615210237785365,0.7384789762214634,0.0043771272780062,0.0090330788804071
S03079,0000004_23_52_24,0.0027223188792026,0.3155185081831712,0.6844814918168288,0.0039771986704516,0.0030916900720668
S03080,0000006_3_47_28,0.0033597476025116,0.2339694319242834,0.7660305680757166,0.0043859184509456,0.0045293404660572
S03081,0000006_3_26_22,0.0029952480607359,0.3060049838645169,0.6939950161354831,0.0043159503902708,0.0015538193630278
S03086,0000007_16_35_27,0.0033187352931485,0.1801513909228072,0.8198486090771927,0.0040479855139158,0.0077464283821654
S03094,0000007_19_31_23,0.0037824834547949,0.107056516681694,0.892943483318306,0.0042359718453162,0.0062449738640932
S03096,0000007_25_55_20,0.0037552219526795,0.1054829637630767,0.8945170362369232,0.0041980440847466,0.0060480497473387
S03097,0000007_5_56_15,0.0034151062005863,0.1586757241172953,0.8413242758827046,0.0040592032091351,0.01242729128183
S03099,0000007_23_34_31,0.0033353632481178,0.2009928051719128,0.7990071948280871,0.0041743844982966,0.0061125408553252
S03101,0000007_9_18_24,0.0033782824764445,0.1622360389159161,0.8377639610840839,0.0040324991684686,0.0030178001633376
S03103,0000007_10_41_31,0.0033363290905424,0.1928205010849556,0.8071794989150444,0.0041333174281889,0.0138678323954797
S03104,0000007_8_41_16,0.0036327361595428,0.1328958988761282,0.8671041011238717,0.0041895040685822,0.0
S03106,0000007_14_43_31,0.0032854409620568,0.1976343256114146,0.8023656743885853,0.0040946928151685,0.0030980788171198
S03107,0000007_12_62_25,0.0030246197529065,0.2795707522872988,0.7204292477127012,0.0041983578019762,0.0076195907804484
S03112,0000007_15_53_20,0.0034697921084364,0.2116574266327317,0.7883425733672682,0.0044013760332844,0.0031048431179621
S03114,0000006_3_34_14,0.0033824139626072,0.2014680643587322,0.7985319356412678,0.0042357904695333,0.0
S03115,0000025_14_54_26,0.0008830460409454,0.7897067632493068,0.2102932367506932,0.0041991176444364,0.0
S03116,0000025_11_25_21,0.0009224047046734,0.7870315761578237,0.2129684238421763,0.0043311805949082,0.0
S03117,0000025_16_36_30,0.000613450033372,0.8534482347357182,0.1465517652642818,0.0041858931706881,0.0
S03119,0000010_18_33_15,0.003183489814079,0.2207458576923973,0.7792541423076027,0.0040853036785301,0.0085736958321832
S03120,0000015_4_59_15,0.0009780596657607,0.768225730540967,0.231774269459033,0.004219880265586,0.0
S03121,0000015_3_24_30,0.0008696251164421,0.7967303811761907,0.2032696188238093,0.004278185404558,0.0
S03122,0000022_4_40_11,0.0021461881312657,0.5240472577818909,0.4759527422181091,0.004509246277821,0.0
S03123,0000025_9_55_30,0.0012505696448165,0.710567757200369,0.289432242799631,0.0043207682486237,0.0
S03124,0000004_2_16_17,0.0032533072387708,0.2580859291159924,0.7419140708840076,0.0043850189212539,0.0
S03126,0000005_22_44_11,0.0024846728977746,0.4373476354868418,0.5626523645131581,0.0044160000996788,0.0
S03127,0000001_3_22_14,0.0028254647096201,0.3417667027512271,0.6582332972487728,0.004292497388737,0.0
S03129,0000020_6_57_29,0.0015035464908497,0.6427318305086627,0.3572681694913373,0.0042084535350306,0.0
S03131,0000025_25_16_17,0.0024333788768029,0.4414042383155477,0.5585957616844522,0.0043562430002423,0.0
S03133,0000000_12_21_14,0.0028157300351744,0.344402617635401,0.6555973823645991,0.0042949073790055,0.0
