ufs_serial,run_id,wafer_no,split,health,reg_pred,risk
S05103,2,21,train,0.0,0.0024391431648009346,MED
S05105,17,25,train,0.0,0.0018105201585716091,MED
S05107,11,6,train,0.0,0.0020558057077120348,MED
S05108,11,6,train,0.0,0.002195473727501422,MED
S05110,11,3,train,0.0,0.002015338095734542,MED
S05112,24,20,train,0.0,0.0023662371960069314,MED
S05114,24,22,train,0.0,0.002608564122792948,MED
S05116,24,5,train,0.0,0.0023825569261308713,MED
S05117,24,6,train,0.0,0.0036423232890263864,MED
S05120,17,20,train,0.0,0.003842314610531513,MED
S05123,13,21,train,0.0,0.0029409482016796414,MED
S05124,13,16,train,0.0,0.0030711738240146525,MED
S05125,12,24,train,0.0,0.002556756226363532,MED
S05126,13,21,train,0.0,0.002695251021281838,MED
S05127,24,12,train,0.0,0.0034056455723767707,MED
S05128,24,10,train,0.0,0.002299157966195788,MED
S05129,24,11,train,0.0,0.0029131903782834245,MED
S05130,3,16,train,0.0,0.0029600118203114254,MED
S05131,3,8,train,0.0,0.003187006928045073,MED
S05132,3,9,train,0.0,0.0020898309861197874,MED
S05133,19,22,train,0.0,0.003135316997888101,MED
S05134,19,25,train,0.0,0.0021942144383033588,MED
S05135,19,19,train,0.0,0.003855817258736136,MED
S05136,26,3,train,0.0,0.0031588331655192513,MED
S05137,15,12,train,0.0,0.0017390376958512455,MED
S05143,15,21,train,0.0,0.00015408400180638322,MED
S05144,25,19,train,0.0,0.004061403000563119,HIGH
S05145,25,22,train,0.0,0.004282145329587158,HIGH
S05146,25,15,train,0.0,0.0037981308768090184,MED
S05147,25,6,train,0.0,0.0033512901032556473,MED
S05149,4,25,train,0.0,0.0032442684960247345,MED
S05150,5,11,train,0.0,0.0036067489144069997,MED
S05152,28,5,train,0.0,0.0009092173766686337,MED
S05153,23,21,train,0.0,0.0005553918578938955,MED
S05154,26,14,train,0.0,0.0014792595292977028,MED
S05157,26,25,train,0.0,0.0015969970026255386,MED
S05158,17,12,train,0.0,0.00237012466524256,MED
S05159,3,22,train,0.0,0.0015867609212658397,MED
S05160,3,17,train,0.0,0.0023905883078101987,MED
S05161,3,14,train,0.0,0.0029571189549154305,MED
S05163,3,10,train,0.0,0.003320745111881862,MED
S05165,3,21,train,0.0,0.002293111639492283,MED
S05167,4,17,train,0.0,0.004360248347070958,HIGH
S05168,4,18,train,0.0,0.003979348923649914,HIGH
S05169,6,10,train,0.0,0.00416340318334744,HIGH
S05173,10,13,train,0.0,0.003274037442023252,MED
S05176,10,5,train,0.0,0.003403853329998857,MED
S05177,22,22,train,0.0,0.003397181857716039,MED
S05180,22,3,train,0.0,0.0027278408105706133,MED
S05181,16,11,train,0.0,0.0029728944438301885,MED
S05182,16,12,train,0.0,0.0026852099345117753,MED
S05187,26,16,train,0.0,0.001426888359546274,MED
S05188,26,9,train,0.0,0.0015417598001109289,MED
S05189,26,16,train,0.0,0.0013792570901631864,MED
S05191,26,14,train,0.0,0.0014980202753490965,MED
S05192,21,2,train,0.0,0.003689430834447572,MED
S05194,7,4,train,0.0,0.0020645201947533613,MED
S05196,5,22,train,0.0,0.003101767497560824,MED
S05197,7,17,train,0.0,0.0027857236406861226,MED
S05201,8,16,train,0.0,0.0028120625940811,MED
S05202,8,13,train,0.0,0.004250310652317088,HIGH
S05203,7,3,train,0.0,0.0033062177124996224,MED
S05204,5,2,train,0.0,0.0036182657328815387,MED
S05205,25,7,train,0.0,0.0033137885492824383,MED
S05206,25,14,train,0.0,0.004792327276401284,HIGH
S05207,2,2,train,0.0,0.0028053144014712544,MED
S05208,10,11,train,0.0,0.0031601417816081337,MED
S05210,18,16,train,0.0,0.002965664983599727,MED
S05211,14,23,train,0.0,0.0009682267617568372,MED
S05214,15,18,train,0.0,0.0004847151296568098,MED
S05216,15,14,train,0.0,0.000161131770326276,MED
S05217,15,4,train,0.0,0.0003833008313239937,MED
S05218,15,24,train,0.0,0.0007061117912694799,MED
S05219,15,22,train,0.0,0.0004893460561713306,MED
S05220,14,17,train,0.0,0.002959769637737159,MED
S05221,14,7,train,0.0,0.003661256472919107,MED
S05222,14,8,train,0.0,0.003655143742077747,MED
S05224,14,4,train,0.0,0.003979748529461664,HIGH
S05227,14,4,train,0.0,0.002988275885516787,MED
S05228,14,10,train,0.0,0.003241499694885114,MED
S05230,28,20,train,0.0,0.0024630715519131136,MED
S05231,28,6,train,0.0,0.0018137602341566676,MED
S05233,28,24,train,0.0,0.002684804326628171,MED
S05235,16,10,train,0.0,0.001840714472820441,MED
S05236,28,10,train,0.0,0.0020453476661909525,MED
S05237,2,8,train,0.0,0.0026152485615745804,MED
S05238,2,4,train,0.0,0.0028431229842312083,MED
S05240,1,25,train,0.0,0.0007814268092729137,MED
S05241,1,20,train,0.0,0.0010204464280524385,MED
S05242,17,15,train,0.0,0.003995367131238221,HIGH
S05244,1,19,train,0.0,0.0005391129005713784,MED
S05245,16,3,train,0.0,0.0006988339425405576,MED
S05246,16,8,train,0.0,0.0016978302534579263,MED
S05249,1,25,train,0.0,0.0006046954497446491,MED
S05252,1,8,train,0.0,0.0013687339794949335,MED
S05253,1,10,train,0.0,0.0007030065176590485,MED
S05255,1,14,train,0.0,0.0007378612967162498,MED
S05256,1,1,train,0.0,0.0010369011845017808,MED
S05257,1,2,train,0.0,0.0011027101057506426,MED
S05260,3,16,train,0.0,0.0021586011118437834,MED
S05261,23,1,train,0.0,0.0026199351381174514,MED
S05263,3,8,train,0.0,0.0025678221577637174,MED
S05264,3,2,train,0.0,0.0024328168737623255,MED
S05267,8,23,train,0.0,0.005314417109004736,HIGH
S05268,8,6,train,0.0,0.003892266821749891,MED
S05269,8,16,train,0.0,0.003344179850034494,MED
S05271,8,1,train,0.0,0.0019935417961755852,MED
S05272,5,23,train,0.0,0.00377979557241643,MED
S05273,8,6,train,0.0,0.004965127128311636,HIGH
S05275,8,15,train,0.0,0.0034074059708594055,MED
S05277,8,11,train,0.0,0.004346764095038541,HIGH
S05278,8,13,train,0.0,0.004564524276566603,HIGH
S05280,8,8,train,0.0,0.0036918426937271975,MED
S05281,8,10,train,0.0,0.004510330464641351,HIGH
S05282,8,23,train,0.0,0.003939913795865118,HIGH
S05284,8,8,train,0.0,0.003668994767448061,MED
S05285,27,1,train,0.0,0.0006258581556671352,MED
S05287,23,20,train,0.0,0.0006054981685249148,MED
S05288,23,17,train,0.0,0.0005141534389679029,MED
S05292,27,1,train,0.0,0.0013553821853318612,MED
S05293,9,14,train,0.0,0.002962563029054772,MED
S05294,9,15,train,0.0,0.003202749052061617,MED
S05295,10,2,train,0.0038468980997716,0.002422857891403937,MED
S05298,2,19,train,0.0,0.0022155688278073676,MED
S05301,2,19,train,0.0,0.0013640584204270031,MED
S05303,10,14,train,0.0,0.0023381840642291278,MED
S05304,10,17,train,0.0,0.0024662156899908846,MED
S05307,9,5,train,0.0,0.0025098162987078638,MED
S05311,17,25,train,0.0,0.0013277754935540394,MED
S05312,1,13,train,0.0,0.0008816477595663582,MED
S05313,1,13,train,0.0,0.0005805017420538167,MED
S05314,1,2,train,0.0,0.0007974089705555906,MED
S05315,3,9,train,0.0,0.003089536862134066,MED
S05317,1,17,train,0.0077781429488082,0.0006961525847702124,MED
S05318,1,17,train,0.0,0.0009601824374482389,MED
S05319,1,17,train,0.0,0.0009870379513040853,MED
S05320,20,14,train,0.0119261872195426,0.0012993793358665278,MED
S05322,23,15,train,0.0,0.003143067370872281,MED
S05323,23,13,train,0.0,0.003309969510598371,MED
S05324,23,13,train,0.0,0.003365260882709337,MED
S05326,23,14,train,0.0069366662828471,0.0029692290615868826,MED
S05328,23,4,train,0.0017492547189401,0.003143973089875255,MED
S05329,23,1,train,0.0051186981821926,0.002118534284003441,MED
S05330,23,3,train,0.0,0.005335308634766303,HIGH
S05331,23,4,train,0.0,0.002929011660114326,MED
S05332,23,14,train,0.0068114616204289,0.0015449355941777971,MED
S05333,23,6,train,0.008605881782543,0.0034815046454765262,MED
S05334,23,7,train,0.0,0.004246677352388447,HIGH
S05335,23,6,train,0.0,0.002498305443885184,MED
S05336,23,5,train,0.0,0.002586553841991578,MED
S05338,23,13,train,0.0051263537906137,0.003497720303033306,MED
S05340,23,12,train,0.010195290063182,0.0018314158185773724,MED
S05341,23,9,train,0.008541984627865,0.0021227825853478693,MED
S05342,23,12,train,0.0122998490360581,0.002431708916784429,MED
S05343,23,15,train,0.0035099985522138,0.0030130529458599347,MED
S05344,23,14,train,0.0,0.0028532732966149803,MED
S05346,3,6,train,0.0224405729448867,0.003117204797714013,MED
S05348,4,20,train,0.0,0.004383315671197795,HIGH
S05349,4,5,train,0.0,0.003084855097800241,MED
S05350,4,19,train,0.0,0.004108467078705467,HIGH
S05353,6,20,train,0.0052198206146154,0.003681819625918524,MED
S05355,4,14,train,0.0087543155076446,0.0030021237051308185,MED
S05357,4,22,train,0.0051066540627183,0.002230928273785522,MED
S05358,6,19,train,0.0,0.0028957345683217365,MED
S05359,6,19,train,0.0052266274056157,0.003950103577823303,HIGH
S05360,6,19,train,0.0017323350621828,0.0029970857907849224,MED
S05361,4,20,train,0.0034843083437617,0.002932084950284245,MED
S05362,6,19,train,0.0,0.003344543089739559,MED
S05363,4,16,train,0.0017166107127561,0.004376181068035004,HIGH
S05364,4,21,train,0.0088105570683004,0.0034118121623461684,MED
S05365,4,20,train,0.0017164684266511,0.0032968928262654923,MED
S05367,4,12,train,0.0,0.0038959052267703853,MED
S05368,5,9,train,0.0,0.003126126879434707,MED
S05370,5,8,train,0.001747833670943,0.00306189935681938,MED
S05372,5,25,train,0.0034099719380578,0.004337683234114009,HIGH
S05373,5,25,train,0.001703180526855,0.003805970653774948,MED
S05374,5,8,train,0.0,0.0021741573482270352,MED
S05375,5,25,train,0.0,0.003357380705503301,MED
S05377,5,3,train,0.0035062099422568,0.0038133904266293654,MED
S05378,5,2,train,0.0,0.003045998561692865,MED
S05379,5,3,train,0.0017007326496182,0.0033656846928675223,MED
S05380,5,3,train,0.0,0.003697461202652446,MED
S05382,5,3,train,0.0104723073843463,0.0038104607759395647,MED
S05383,25,13,train,0.0088120567375886,0.004723225024538321,HIGH
S05384,25,13,train,0.0087085729505065,0.004299295944638378,HIGH
S05385,25,12,train,0.006806773904171,0.0036687759146214706,MED
S05386,25,11,train,0.0034439986418033,0.004134939101363562,HIGH
S05388,25,10,train,0.0,0.004638401879507326,HIGH
S05391,25,14,train,0.0104112114292896,0.004138117154188997,HIGH
S05393,25,12,train,0.0051663201663201,0.003974722381019511,HIGH
S05396,25,5,train,0.0017423923713364,0.0037744413575546533,MED
S05397,25,5,train,0.0086417949894976,0.003475257348803891,MED
S05399,25,3,train,0.0,0.004364794944816118,HIGH
S05400,25,15,train,0.0017279083269883,0.004011230618218552,HIGH
S05405,25,3,train,0.0035277875377533,0.004547103309725075,HIGH
S05407,25,1,train,0.0034348942405047,0.005390317426225224,HIGH
S05408,25,17,train,0.0,0.004097435424845101,HIGH
S05410,25,17,train,0.0033978723986107,0.004335671030847165,HIGH
S05411,25,1,train,0.0,0.0050834799903619375,HIGH
S05415,25,1,train,0.0,0.0038524022009697755,MED
S05416,25,15,train,0.0,0.0045816388225049945,HIGH
S05417,25,16,train,0.0,0.004343162306895869,HIGH
S05422,25,25,train,0.0038264618701158,0.004554984277707263,HIGH
S05423,25,23,train,0.0070228241785803,0.0042903442826602335,HIGH
S05425,25,25,train,0.0,0.0041305714990769885,HIGH
S05426,25,10,train,0.0052747765914542,0.004407638936350396,HIGH
S05429,25,25,train,0.0068847054260344,0.003892970560252448,MED
S05432,25,9,train,0.0,0.0037292987331974973,MED
S05435,25,21,train,0.0,0.0030527807998298804,MED
S05436,25,20,train,0.0034376740019851,0.004384900408327763,HIGH
S05437,25,21,train,0.0017465622243541,0.0047894754669368916,HIGH
S05440,25,21,train,0.005187404106086,0.0031997873652324393,MED
S05442,9,11,train,0.0017192651092961,0.0036039317237916407,MED
S05444,2,23,train,0.0017124408656612,0.0025096832678012677,MED
S05445,9,11,train,0.0,0.002586810107370349,MED
S05446,9,11,train,0.0085708865780261,0.0034211901233104167,MED
S05450,2,22,train,0.006949396646951,0.0024862551815465588,MED
S05451,9,11,train,0.0,0.0040423560922156114,HIGH
S05452,2,3,train,0.0052247592615953,0.0031031977891552392,MED
S05453,2,5,train,0.0034496999732769,0.0034925235866879213,MED
S05457,10,11,train,0.0017214804038724,0.002587609776484105,MED
S05458,2,3,train,0.0034896661646321,0.002874279968158798,MED
S05463,10,11,train,0.0017475386779184,0.002151309090430319,MED
S05465,18,9,train,0.0,0.0026438213591237986,MED
S05467,2,8,train,0.0017582215429897,0.0027974182538529034,MED
S05468,18,11,train,0.0,0.004280676783608618,HIGH
S05471,18,19,train,0.0,0.0027074498206239423,MED
S05475,2,14,train,0.0068599033816425,0.0022978260342530854,MED
S05476,18,24,train,0.008796242217007,0.0016178401388986109,MED
S05478,2,4,train,0.0,0.0032157064277521757,MED
S05479,18,3,train,0.0034187328676427,0.002003249188436279,MED
S05481,26,3,train,0.0,0.002224691808913199,MED
S05482,26,3,train,0.0,0.002522681156654982,MED
S05486,19,25,train,0.0,0.0028258279249661882,MED
S05487,21,4,train,0.0,0.002096140157874165,MED
S05488,21,4,train,0.0,0.0020913961756625367,MED
S05489,19,25,train,0.0,0.0027412881972167613,MED
S05490,26,25,train,0.0,0.0023842620978682186,MED
S05491,20,5,train,0.0,0.0017934584998193321,MED
S05492,26,24,train,0.0038169404572648,0.0019497191460271773,MED
S05493,20,5,train,0.0,0.002305362555501165,MED
S05495,21,2,train,0.0,0.003465598451712065,MED
S05496,28,24,train,0.0,0.002297314675542717,MED
S05497,28,25,train,0.0,0.003163240738655843,MED
S05498,28,19,train,0.0,0.0029222987991065646,MED
S05499,28,18,train,0.0,0.003679677254477729,MED
S05500,28,18,train,0.0,0.0032932062823515557,MED
S05501,28,15,train,0.0,0.0020131433169874825,MED
S05503,28,14,train,0.0,0.002472023875350209,MED
S05508,16,6,train,0.0,0.002065892478166331,MED
S05509,28,25,train,0.0,0.002712706783561127,MED
S05511,16,3,train,0.0,0.0012834344262140007,MED
S05513,28,8,train,0.0,0.0026383749763371146,MED
S05515,28,5,train,0.0,0.0005991388325005752,MED
S05516,28,5,train,0.0,0.0012746990692422766,MED
S05517,28,6,train,0.0,0.0014335604322610277,MED
S05520,26,14,train,0.0,0.0010487614901888045,MED
S05524,26,17,train,0.0,0.0009755424665520538,MED
S05525,26,16,train,0.0,0.001236032332188502,MED
S05527,26,16,train,0.003889801987947,0.0015655824603245684,MED
S05529,19,19,train,0.0034291707202638,0.0028845108375225624,MED
S05530,21,6,train,0.0,0.0029045467626383327,MED
S05531,19,22,train,0.010493090816962,0.003209162104716859,MED
S05532,21,2,train,0.0070240152069222,0.003644760328811006,MED
S05533,26,25,train,0.0137264852809683,0.002364554542738035,MED
S05534,21,6,train,0.0084890223447465,0.0033589426644522018,MED
S05535,21,6,train,0.0052337826453243,0.00254225527415707,MED
S05537,22,25,train,0.0,0.0031487116717676088,MED
S05538,22,24,train,0.0038251366120218,0.0024833236880088985,MED
S05540,22,3,train,0.0,0.002908732812488965,MED
S05543,22,6,train,0.0,0.002009032653733017,MED
S05544,9,6,train,0.0,0.0039753914584701915,HIGH
S05545,22,14,train,0.0,0.0017487230811163285,MED
S05546,7,10,train,0.0,0.0023933182198409867,MED
S05547,8,23,train,0.0017073053431443,0.003718545478687174,MED
S05549,5,21,train,0.0,0.0030659633881960076,MED
S05551,11,6,train,0.010552016985138,0.002081550042492746,MED
S05552,11,3,train,0.0034483715637705,0.0023014705100704047,MED
S05555,10,5,train,0.006884920016485,0.0030604837404747207,MED
S05556,10,4,train,0.0017291707982367,0.002519335989345786,MED
S05557,8,2,train,0.0034939716685999,0.0027552184191414917,MED
S05560,7,1,train,0.0069424073530849,0.0029454313412350776,MED
S05561,7,11,train,0.0,0.0031093307693851775,MED
S05562,25,12,train,0.0051242396123311,0.0031916107005558574,MED
S05563,25,5,train,0.0034023734464263,0.0037625629170196235,MED
S05565,25,19,train,0.0,0.002941558923540051,MED
S05566,8,13,train,0.0,0.003296008970265368,MED
S05568,12,12,train,0.0017241498934981,0.0034482646625849447,MED
S05570,14,8,train,0.0017536988225165,0.003486046497159219,MED
S05572,13,20,train,0.0087115037422656,0.002206650738814202,MED
S05573,15,16,train,0.0052305328408002,0.0024584822895560576,MED
S05574,15,14,train,0.0,0.001627509487028805,MED
S05576,15,21,train,0.0017485900453507,0.0009976708642908038,MED
S05579,15,10,train,0.0087331794044569,0.0018609097067855164,MED
S05581,3,24,train,0.0051224439313984,0.003311752609657737,MED
S05582,3,9,train,0.0,0.0026230799008153875,MED
S05585,3,9,train,0.001709736900044,0.0023495776466346593,MED
S05586,3,11,train,0.0017319728460112,0.0027483598298878122,MED
S05587,3,17,train,0.0102506986768967,0.0027214701267394914,MED
S05590,3,21,train,0.0170111684995601,0.0034786027979994668,MED
S05591,3,21,train,0.0086575109568901,0.0034088020755849253,MED
S05592,3,10,train,0.0139729397293972,0.0030874544971748762,MED
S05593,3,20,train,0.0103860822318583,0.0025470922985744893,MED
S05594,3,2,train,0.0052894285927139,0.0031621589926843314,MED
S05596,3,18,train,0.006912642694957,0.002783820231415893,MED
S05598,3,2,train,0.0017265217361096,0.0029776117231825527,MED
S05600,15,11,train,0.0,0.00027349861613242796,MED
S05604,15,10,train,0.0,0.0006068940975539771,MED
S05605,15,16,train,0.0,0.001314910070223695,MED
S05606,15,21,train,0.0,0.0001521813813891453,MED
S05607,15,20,train,0.0,0.00035732384621841126,MED
S05609,15,10,train,0.0,0.001966565070200085,MED
S05611,3,11,train,0.0,0.004061022836541195,HIGH
S05612,3,9,train,0.0,0.002308169039631812,MED
S05613,3,14,train,0.0,0.0026001481054502614,MED
S05614,3,11,train,0.0,0.0036698955053195504,MED
S05617,3,24,train,0.0,0.003231749527503083,MED
S05618,1,24,train,0.0051030361524955,0.0011654521893145237,MED
S05619,10,19,train,0.0,0.001892333665667184,MED
S05620,10,6,train,0.0,0.0018139621175776795,MED
S05622,15,18,train,0.0,0.00028899688676176804,MED
S05623,15,8,train,0.0,0.0004743952237598924,MED
S05624,15,4,train,0.0,0.0003838454005716191,MED
S05625,15,23,train,0.0,0.0009781940939141962,MED
S05626,14,22,train,0.0,0.0008844011800350856,MED
S05629,20,14,train,0.0,0.0024101585978631036,MED
S05630,26,24,train,0.0,0.0017739594503882953,MED
S05632,13,18,train,0.0,0.003086899344643126,MED
S05633,13,18,train,0.0,0.003294432012602147,MED
S05634,12,23,train,0.0,0.0019109831177961075,MED
S05635,12,25,train,0.0,0.0033407337607489376,MED
S05636,13,15,train,0.0,0.0020036836247535497,MED
S05638,12,25,train,0.0,0.002464148064898407,MED
S05639,13,21,train,0.0,0.0036611427941780138,MED
S05640,12,22,train,0.0,0.0012635502558642413,MED
S05642,24,21,train,0.0,0.0016454256933532481,MED
S05643,24,17,train,0.0,0.0029144073177421325,MED
S05644,24,14,train,0.0,0.002861225126311918,MED
S05645,28,2,train,0.0383807493899237,0.002146344602305398,MED
S05646,21,19,train,0.0,0.0029179008040149663,MED
S05647,24,10,train,0.0121214021664523,0.0023028053937315545,MED
S05649,24,19,train,0.0,0.003040335813140445,MED
S05650,24,11,train,0.0088045634920634,0.004044137551984045,HIGH
S05652,24,16,train,0.0,0.0034026338956341293,MED
S05654,24,15,train,0.0,0.0018510967745938556,MED
S05657,24,13,train,0.0,0.0026678243306151967,MED
S05659,24,12,train,0.0,0.0038936576628446633,MED
S05660,24,12,train,0.0120308604191954,0.0032413846219374637,MED
S05661,24,23,train,0.0,0.0027781644195423393,MED
S05662,24,16,train,0.0034070966326642,0.0025330430900438686,MED
S05663,24,22,train,0.0,0.002799664572574238,MED
S05667,24,24,train,0.0052519232394961,0.0023137569462777226,MED
S05668,24,23,train,0.0,0.0029175767644360087,MED
S05671,24,19,train,0.0034965526945265,0.003301173424077246,MED
S05673,24,23,train,0.0034233247578014,0.0029896469664946433,MED
S05674,24,21,train,0.0,0.002808337996343173,MED
S05675,24,23,train,0.0,0.003132938946592389,MED
S05676,24,24,train,0.0,0.00253028651471986,MED
S05680,24,21,train,0.0,0.002205408698936977,MED
S05681,24,18,train,0.0069270947666983,0.003248262405000678,MED
S05682,24,21,train,0.0,0.0032516120063632676,MED
S05684,24,21,train,0.0034437480728522,0.0027927784757535877,MED
S05685,24,22,train,0.0038653880554064,0.003505526179390738,MED
S05686,24,20,train,0.0139177675564796,0.002674381692892086,MED
S05687,24,16,train,0.0034484074532782,0.0021882929615288367,MED
S05691,2,9,train,0.006956984280295,0.0023747253218311835,MED
S05695,8,10,train,0.0,0.0031213964440088863,MED
S05696,8,8,train,0.0017351110366328,0.004176668731886642,HIGH
S05699,8,21,train,0.0016994764791771,0.0047496698886584365,HIGH
S05700,8,10,train,0.0034115519129058,0.004137685158010636,HIGH
S05703,8,18,train,0.0,0.004091151402138744,HIGH
S05707,8,2,train,0.0017111673466577,0.0029104229832907307,MED
S05708,8,2,train,0.0,0.004214436570210877,HIGH
S05710,9,2,train,0.0052023907968974,0.0029612946439244903,MED
S05712,10,21,train,0.0,0.0027852280575530945,MED
S05713,9,3,train,0.0,0.0029185526043388056,MED
S05714,10,25,train,0.0,0.0021858395884168406,MED
S05715,9,3,train,0.0051888122109351,0.0027811288104799188,MED
S05717,10,21,train,0.0,0.0023187286047356946,MED
S05719,8,1,train,0.0034752085474747,0.004031360312311277,HIGH
S05720,8,5,train,0.0017171800931492,0.003954662657765507,HIGH
S05722,9,4,train,0.0,0.003793536927956386,MED
S05723,9,3,train,0.003416793851146,0.0033949787611200406,MED
S05724,10,5,train,0.001729640186119,0.0023817600150439476,MED
S05725,10,3,train,0.0171771423041563,0.002715903125011403,MED
S05727,10,9,train,0.0,0.002765425507995843,MED
S05728,10,4,train,0.0,0.0035232226609809947,MED
S05729,10,5,train,0.0,0.0021809445905598625,MED
S05730,10,4,train,0.0,0.00320782178560988,MED
S05731,10,9,train,0.0034498795665785,0.0031911385630759882,MED
S05732,10,8,train,0.0,0.0037584843397427386,MED
S05733,8,4,train,0.0,0.003995841212619161,HIGH
S05734,10,4,train,0.0,0.0038275539730699163,MED
S05735,10,8,train,0.0051083861816612,0.0023001172783755075,MED
S05737,10,8,train,0.0017050386120917,0.0024394221238284598,MED
S05739,10,8,train,0.0,0.00396045473234185,HIGH
S05740,10,8,train,0.0085020048993444,0.004530483485260047,HIGH
S05741,8,2,train,0.0067940029595606,0.004243035863088559,HIGH
S05742,13,4,train,0.0085383745821006,0.003728629211893333,MED
S05743,13,2,train,0.0070337073086162,0.0033885224420797254,MED
S05744,13,2,train,0.0035164430859795,0.002781479112985783,MED
S05745,13,10,train,0.0034524677850717,0.002934178537564571,MED
S05746,13,2,train,0.0086874746542489,0.003486642160493318,MED
S05747,13,10,train,0.0017579603415465,0.003190578361393261,MED
S05748,13,6,train,0.0052460469927589,0.0032876899870404722,MED
S05750,12,14,train,0.0104721970542995,0.0032600632185225435,MED
S05751,13,8,train,0.0,0.0027083326308511065,MED
S05752,12,14,train,0.0017171800931492,0.0034859587345304954,MED
S05754,12,14,train,0.0,0.003713960059716711,MED
S05755,12,10,train,0.0017319547391787,0.0036926177666743985,MED
S05756,12,10,train,0.0,0.0036338178937509527,MED
S05757,12,17,train,0.0017240781212058,0.0035599091897256644,MED
S05758,12,10,train,0.0034109197473036,0.0027872259015901475,MED
S05761,14,8,train,0.0,0.0030236675047965417,MED
S05762,14,14,train,0.0017582775248263,0.0030087268724415233,MED
S05763,14,17,train,0.0,0.00300146168455542,MED
S05764,14,17,train,0.0,0.0028800024815637325,MED
S05765,16,12,train,0.0017440432326209,0.003505500071954905,MED
S05768,14,12,train,0.0102453102453102,0.002825025876387687,MED
S05769,16,15,train,0.0052794833117338,0.002877726318023653,MED
S05770,16,15,train,0.0017529936687653,0.002452692511362018,MED
S05771,16,14,train,0.0120279904025003,0.003237640311011558,MED
S05772,16,15,train,0.0,0.002231986738622709,MED
S05773,14,14,train,0.0,0.002538563560491397,MED
S05775,14,12,train,0.0017287918631993,0.003281594827841052,MED
S05776,14,16,train,0.0017421358515433,0.003038179774120543,MED
S05777,16,14,train,0.0017171266976924,0.0024441896923614427,MED
S05781,14,13,train,0.0,0.003547281258062549,MED
S05782,16,19,train,0.0086408033686963,0.0033618066886080657,MED
S05784,14,12,train,0.0,0.002342060605487058,MED
S05785,14,6,train,0.0017600895272902,0.0032533408703371374,MED
S05786,14,10,train,0.0,0.0031376383588736347,MED
S05787,16,13,train,0.0,0.003123355052891482,MED
S05788,16,11,train,0.0,0.002797190441030627,MED
S05791,16,19,train,0.0035120448298036,0.004134626470997198,HIGH
S05793,14,13,train,0.0,0.00381596364562362,MED
S05798,14,7,train,0.0068988971481319,0.002939200495153992,MED
S05799,16,18,train,0.0034453953365846,0.002730404549564076,MED
S05803,14,6,train,0.0140109028504575,0.003020888857713747,MED
S05805,14,1,train,0.0017613245727813,0.0035388053981109365,MED
S05806,14,5,train,0.0,0.003614196629673098,MED
S05807,14,5,train,0.0,0.0041744050880217634,HIGH
S05808,14,6,train,0.0034993592722459,0.0021463150985543966,MED
S05810,14,1,train,0.0034887842955568,0.003302940675943895,MED
S05811,14,2,train,0.0017305074182013,0.003594272999332653,MED
S05812,14,1,train,0.0034090948064464,0.0037589134245121537,MED
S05813,27,8,train,0.0,0.003247694239197058,MED
S05814,27,11,train,0.0086268546869684,0.0021845271645088643,MED
S05816,27,9,train,0.0070461972509906,0.002758267983793723,MED
S05817,27,17,train,0.0052340031172332,0.0023897304068629913,MED
S05819,27,17,train,0.0085040124565816,0.003137676510156937,MED
S05821,27,17,train,0.0,0.0027139211764061048,MED
S05824,24,2,train,0.0,0.003342690464967763,MED
S05826,24,4,train,0.0052008664622597,0.00352444590151674,MED
S05827,24,6,train,0.0,0.001460245924834353,MED
S05828,24,5,train,0.0,0.002751665124269464,MED
S05829,24,17,train,0.0,0.0040531821382842935,HIGH
S05831,24,2,train,0.0052573677195506,0.0025655665642075063,MED
S05832,24,1,train,0.0,0.0038049261801833827,MED
S05834,24,17,train,0.0,0.002978459586282372,MED
S05835,24,4,train,0.0,0.0036200727095459,MED
S05836,24,2,train,0.0,0.0028774226299919194,MED
S05838,5,10,train,0.0,0.003627851233840413,MED
S05839,5,16,train,0.0,0.003760808186553693,MED
S05843,7,4,train,0.0,0.002295720907376564,MED
S05844,22,22,train,0.0,0.0031570219216038647,MED
S05845,22,25,train,0.0,0.0037065498334629683,MED
S05846,22,24,train,0.0,0.0036267390968935083,MED
S05847,22,9,train,0.0,0.0025037285609254053,MED
S05848,22,8,train,0.0,0.0032433061277895095,MED
S05849,22,9,train,0.0,0.003800692986974944,MED
S05850,22,17,train,0.0,0.0022000005454133496,MED
S05852,22,16,train,0.0,0.0023938138828124497,MED
S05856,22,1,train,0.0,0.0027742066184757125,MED
S05857,22,3,train,0.0,0.002890166913751558,MED
S05858,22,1,train,0.0,0.0015675897019368828,MED
S05859,22,6,train,0.0,0.002293668754613475,MED
S05860,22,1,train,0.0,0.0013854248844832444,MED
S05862,22,14,train,0.0,0.001822639882219178,MED
S05863,4,22,train,0.0,0.002144805499581716,MED
S05864,4,15,train,0.0,0.0035077433841170947,MED
S05865,5,9,train,0.0,0.003969526403342027,HIGH
S05866,4,25,train,0.0,0.0026364155652193583,MED
S05867,5,15,train,0.0,0.0037434390753162557,MED
S05868,5,25,train,0.0,0.0033079130693034657,MED
S05870,7,5,train,0.0,0.0038030763541343163,MED
S05872,6,7,train,0.0,0.0034998952580004112,MED
S05873,18,11,train,0.0,0.002674624896622986,MED
S05878,20,9,train,0.0,0.0007579998017671856,MED
S05879,18,25,train,0.0,0.0017697023148047655,MED
